Property ID,Property                                        ,Original                                                               ,Google Translate                                                                 ,Human checked,Google Translate
P870       ,instrumentation                                 ,Which instrument(s) was XXX created for?                               ,¿Para qué instrumento (s) se creó XXX?                                           ,¿Para qué instrumento (s) se creó YYY XXX?,¿Para qué instrumento (s) se creó XXX?
P870       ,instrumentation                                 ,Which instrument was XXX written for?                                  ,¿Para qué instrumento se escribió XXX?                                           ,¿Para qué instrumento se escribió YYY XXX?,¿Para qué instrumento se escribió XXX?
P870       ,instrumentation                                 ,Which musical instrument is connected with XXX?                        ,¿Qué instrumento musical está conectado con XXX?                                 ,,¿Qué instrumento musical está conectado con XXX?
P870       ,instrumentation                                 ,What type of instrument is used to play XXX?                           ,¿Qué tipo de instrumento se utiliza para tocar XXX?                              ,¿Qué tipo de instrumento se utiliza para tocar YYY XXX?,¿Qué tipo de instrumento se utiliza para tocar XXX?
P870       ,instrumentation                                 ,What is the name of the instrument XXX was composed for?               ,¿Para qué se compuso el nombre del instrumento XXX?                              ,,¿Para qué se compuso el nombre del instrumento XXX?
P870       ,instrumentation                                 ,What musical instrument was XXX created for?                           ,¿Para qué instrumento musical fue creado XXX?                                    ,¿Para qué instrumento musical fue creadGGG YYY XXX?,¿Para qué instrumento musical fue creado XXX?
P870       ,instrumentation                                 ,What is the musical instrument XXX was intended for?                   ,¿Para qué fue pensado el instrumento musical XXX?                                ,,¿Para qué fue pensado el instrumento musical XXX?
P870       ,instrumentation                                 ,What instrument was XXX written for?                                   ,¿Para qué instrumento fue escrito XXX?                                           ,¿Para qué instrumento fue escritGGG YYY XXX?,¿Para qué instrumento fue escrito XXX?
P870       ,instrumentation                                 ,What instrument is XXX scored for?                                     ,¿Para qué instrumento se anota XXX?                                              ,,¿Para qué instrumento se anota XXX?
P870       ,instrumentation                                 ,What instrument is XXX for?                                            ,¿Para qué instrumento es XXX?                                                    ,,¿Para qué instrumento es XXX?
P870       ,instrumentation                                 ,The work XXX was created for playing on which instrument(s)?           ,¿El trabajo XXX fue creado para tocar en qué instrumento (s)?                    ,,¿El trabajo XXX fue creado para tocar en qué instrumento (s)?
P870       ,instrumentation                                 ,On which instrument(s) was XXX created to be played on?                ,¿En qué instrumento (s) se creó XXX para tocar?                                  ,,¿En qué instrumento (s) se creó XXX para tocar?
P870       ,instrumentation                                 ,On what instrument is XXX played?                                      ,¿En qué instrumento se toca XXX?                                                 ,,¿En qué instrumento se toca XXX?
P870       ,instrumentation                                 ,What type of instrument is XXX designed for?                           ,¿Para qué tipo de instrumento está diseñado XXX?                                 ,¿Para qué tipo de instrumento está diseñadGGG YYY XXX?,¿Para qué tipo de instrumento está diseñado XXX?
P407       ,language of work or name                        ,What language is XXX in?                                               ,¿En qué idioma está XXX?                                                         ,¿En qué idioma está XXX?,¿En qué idioma está XXX?
P407       ,language of work or name                        ,What is the language that XXX is in?                                   ,¿En qué idioma está XXX?                                                         ,,¿En qué idioma está XXX?
P407       ,language of work or name                        ,What is the language XXX is written in?                                ,¿En qué idioma está escrito el lenguaje XXX?                                     ,¿En qué idioma está escrito XXX?,¿En qué idioma está escrito el lenguaje XXX?
P407       ,language of work or name                        ,What language is XXX written?                                          ,¿Qué idioma está escrito XXX?                                                    ,,¿Qué idioma está escrito XXX?
P407       ,language of work or name                        ,What language is XXX written in?                                       ,¿En qué idioma está escrito XXX?                                                 ,,¿En qué idioma está escrito XXX?
P407       ,language of work or name                        ,In which language is XXX made in?                                      ,¿En qué idioma se hace XXX?                                                      ,¿En qué idioma fue hechGGG YYY XXX?,¿En qué idioma se hace XXX?
P407       ,language of work or name                        ,In what language is XXX?                                               ,¿En qué idioma es XXX?                                                           ,,¿En qué idioma es XXX?
P407       ,language of work or name                        ,In which language XXX monthly football magazine reporting?             ,¿En qué idioma se informa mensualmente la revista de fútbol XXX?                 ,¿En qué idioma está la revista mensual de fútbol XXX?,¿En qué idioma se informa mensualmente la revista de fútbol XXX?
P407       ,language of work or name                        ,Which language is XXX written in?                                      ,¿En qué idioma está escrito XXX?                                                 ,,¿En qué idioma está escrito XXX?
P1412      ,languages spoken or written                     ,What is the nationality of birth of XXX?                               ,¿Cuál es la nacionalidad de nacimiento de XXX?                                   ,¿Cuál es la nacionalidad de nacimiento de XXX?,¿Cuál es la nacionalidad de nacimiento de XXX?
P1412      ,languages spoken or written                     ,What is the nationality of XXX?                                        ,¿Cuál es la nacionalidad de XXX?                                                 ,,¿Cuál es la nacionalidad de XXX?
P1412      ,languages spoken or written                     ,Which language or languages is XXX fluent in?                          ,¿En qué idioma o idiomas domina XXX?                                             ,¿En qué idioma o idiomas habla XXX con fluidez?,¿En qué idioma o idiomas domina XXX?
P1412      ,languages spoken or written                     ,What nationality is XXX?                                               ,¿Qué nacionalidad es XXX?                                                        ,¿De qué nacionalidad es XXX?,¿Qué nacionalidad es XXX?
P1412      ,languages spoken or written                     ,The nationality of XXX is what?                                        ,¿La nacionalidad de XXX es qué?                                                  ,¿La nacionalidad de XXX es qué?,¿La nacionalidad de XXX es qué?
P1412      ,languages spoken or written                     ,What was the nationality of XXX?                                       ,¿Cuál era la nacionalidad de XXX?                                                ,¿Cuál era la nacionalidad de XXX?,¿Cuál era la nacionalidad de XXX?
P1412      ,languages spoken or written                     ,What language did XXX speak?                                           ,¿Qué idioma hablaba XXX?                                                         ,¿Qué idioma hablaba XXX?,¿Qué idioma hablaba XXX?
P1412      ,languages spoken or written                     ,The nationality of XXX?                                                ,La nacionalidad de XXX?                                                          ,La nacionalidad de XXX?,La nacionalidad de XXX?
P1412      ,languages spoken or written                     ,What was XXX's language?                                               ,¿Cuál fue el lenguaje de XXX?                                                    ,What was XXX's language?,¿Cuál fue el lenguaje de XXX?
P1412      ,languages spoken or written                     ,Which was the nationality of XXX?                                      ,¿Cuál era la nacionalidad de XXX?                                                ,,¿Cuál era la nacionalidad de XXX?
P1412      ,languages spoken or written                     ,What was XXX's nationality?                                            ,¿Cuál era la nacionalidad de XXX?                                                ,,¿Cuál era la nacionalidad de XXX?
P1412      ,languages spoken or written                     ,What nationality of XXX?                                               ,¿Qué nacionalidad tiene XXX?                                                     ,,¿Qué nacionalidad tiene XXX?
P118       ,league                                          ,The team XXX is a member of which sports league?                       ,¿El equipo XXX es miembro de qué liga deportiva?                                 ,¿De qué liga deportiva es miembro el equipo XXX?,¿El equipo XXX es miembro de qué liga deportiva?
P118       ,league                                          ,Which soccer league is XXX in?                                         ,¿En qué liga de fútbol está XXX?                                                 ,¿En qué liga de fútbol está XXX?,¿En qué liga de fútbol está XXX?
P118       ,league                                          ,What football league is XXX a part of?                                 ,¿De qué liga de fútbol forma parte XXX?                                          ,¿De qué liga de fútbol es el equipo XXX?,¿De qué liga de fútbol forma parte XXX?
P118       ,league                                          ,What league does XXX participate in?                                   ,¿En qué liga participa XXX?                                                      ,¿En qué liga participa XXX?,¿En qué liga participa XXX?
P118       ,league                                          ,Which league did XXX join with?                                        ,¿Con qué liga se unió XXX?                                                       ,¿Con qué liga se unió XXX?,¿Con qué liga se unió XXX?
P118       ,league                                          ,Which is the league of XXX?                                            ,¿Cuál es la liga de XXX?                                                         ,¿Cuál es la liga de XXX?,¿Cuál es la liga de XXX?
P118       ,league                                          ,What league did XXX play in the top league for?                        ,¿Para qué liga jugó XXX en la liga principal?                                    ,,¿Para qué liga jugó XXX en la liga principal?
P118       ,league                                          ,What league was XXX?                                                   ,¿Qué liga era XXX?                                                               ,¿De cual liga era XXX?,¿Qué liga era XXX?
P275       ,license                                         ,Which is the license of XXX?                                           ,¿Cuál es la licencia de XXX?                                                     ,¿Cuál es la licencia de XXX?,¿Cuál es la licencia de XXX?
P1408      ,licensed to broadcast to                        ,What city is XXX located?                                              ,¿En qué ciudad se encuentra XXX?                                                 ,¿En qué ciudad se encuentra XXX?,¿En qué ciudad se encuentra XXX?
P1408      ,licensed to broadcast to                        ,What town or city does XXX serve?                                      ,¿Qué pueblo o ciudad sirve XXX?                                                  ,¿Qué pueblo o ciudad sirve XXX?,¿Qué pueblo o ciudad sirve XXX?
P1408      ,licensed to broadcast to                        ,What town is XXX liscensed in?                                         ,¿En qué ciudad está XXX licenciada?                                              ,¿En qué ciudad está XXX licenciadGGG?,¿En qué ciudad está XXX licenciada?
P131       ,located in the administrative territorial entity,What state is XXX located?                                             ,¿En qué estado se encuentra XXX?                                                 ,¿En qué estado se encuentra XXX?,¿En qué estado se encuentra XXX?
P131       ,located in the administrative territorial entity,Which state is XXX located?                                            ,¿En qué estado se encuentra XXX?                                                 ,,¿En qué estado se encuentra XXX?
P131       ,located in the administrative territorial entity,In which state is XXX located?                                         ,¿En qué estado se encuentra XXX?                                                 ,,¿En qué estado se encuentra XXX?
P131       ,located in the administrative territorial entity,What is the name of the state where XXX is located?                    ,¿Cuál es el nombre del estado donde se encuentra XXX?                            ,¿Como se llama el estado donde se encuentra XXX?,¿Cuál es el nombre del estado donde se encuentra XXX?
P206       ,located next to body of water                   ,What body of water was XXX next to?                                    ,¿A qué cuerpo de agua estaba XXX al lado?                                        ,¿En qué aguas estaba XXX?,¿A qué cuerpo de agua estaba XXX al lado?
P206       ,located next to body of water                   ,Which is the body of water by XXX?                                     ,¿Cuál es el cuerpo de agua por XXX?                                              ,¿Cuales aguas están cercas de XXX?,¿Cuál es el cuerpo de agua por XXX?
P206       ,located next to body of water                   ,By which body of water is XXX located?                                 ,¿Por qué cuerpo de agua se encuentra XXX?                                        ,¿Por cuales aguas se encuentra XXX?,¿Por qué cuerpo de agua se encuentra XXX?
P376       ,located on astronomical body                    ,On what moon or planet can XXX be found?                               ,¿En qué luna o planeta se puede encontrar XXX?                                   ,¿En qué luna o planeta se encuentra XXX?,¿En qué luna o planeta se puede encontrar XXX?
P376       ,located on astronomical body                    ,On what planet is XXX on?                                              ,¿En qué planeta está XXX?                                                        ,¿En qué planeta está XXX?,¿En qué planeta está XXX?
P376       ,located on astronomical body                    ,What is the astronomical body that XXX is located on?                  ,¿Cuál es el cuerpo astronómico en el que se encuentra XXX?                       ,¿Cuál es el cuerpo astronómico en que se encuentra XXX?,¿Cuál es el cuerpo astronómico en el que se encuentra XXX?
P376       ,located on astronomical body                    ,On what celestial body is XXX located?                                 ,¿En qué cuerpo celeste se encuentra XXX?                                         ,¿En qué cuerpo celeste se encuentra XXX?,¿En qué cuerpo celeste se encuentra XXX?
P376       ,located on astronomical body                    ,Which planet is XXX located?                                           ,¿Qué planeta está localizado XXX?                                                ,¿Qué planeta está ubicadGGG XXX?,¿Qué planeta está localizado XXX?
P376       ,located on astronomical body                    ,What celestial body can XXX be found on?                               ,¿En qué cuerpo celeste se puede encontrar XXX?                                   ,,¿En qué cuerpo celeste se puede encontrar XXX?
P376       ,located on astronomical body                    ,The astronomical body that XXX is on is what?                          ,¿En qué cuerpo astronómico está XXX?                                             ,¿En qué cuerpo astronómico está XXX?,¿En qué cuerpo astronómico está XXX?
P376       ,located on astronomical body                    ,Where is XXX found?                                                    ,¿Dónde se encuentra XXX?                                                         ,¿Dónde se encuentra XXX?,¿Dónde se encuentra XXX?
P376       ,located on astronomical body                    ,The astronomical body that XXX was located on was what?                ,¿El cuerpo astronómico en el que estaba ubicado XXX era qué?                     ,¿Como se llama el cuerpo astronómico que estaba ubicado en XXX ?,¿El cuerpo astronómico en el que estaba ubicado XXX era qué?
P740       ,location of formation                           ,From what city is the band XXX?                                        ,¿De que ciudad es la banda XXX?                                                  ,¿De que ciudad es la banda XXX?,¿De que ciudad es la banda XXX?
P740       ,location of formation                           ,What is the city of origin of XXX?                                     ,¿Cuál es la ciudad de origen de XXX?                                             ,¿Cuál es la ciudad de origen de XXX?,¿Cuál es la ciudad de origen de XXX?
P740       ,location of formation                           ,What city was XXX formed in?                                           ,¿En qué ciudad se formó XXX?                                                     ,¿En qué ciudad se fundó XXX?,¿En qué ciudad se formó XXX?
P740       ,location of formation                           ,In what city or state did the formation of XXX occur?                  ,¿En qué ciudad o estado ocurrió la formación de XXX?                             ,¿En qué ciudad o estado ocurrió la formación de XXX?,¿En qué ciudad o estado ocurrió la formación de XXX?
P740       ,location of formation                           ,What city is the band XXX from?                                        ,¿De qué ciudad es la banda XXX?                                                  ,¿De qué ciudad es la banda XXX?,¿De qué ciudad es la banda XXX?
P740       ,location of formation                           ,What was the name of the city or state where XXX was formed?           ,¿Cuál era el nombre de la ciudad o estado donde se formó XXX?                    ,¿Cuál era el nombre de la ciudad o estado donde se formó YYY XXX?,¿Cuál era el nombre de la ciudad o estado donde se formó XXX?
P740       ,location of formation                           ,What is the home city of XXX?                                          ,¿Cuál es la ciudad natal de XXX?                                                 ,¿Cuál es la ciudad natal de XXX?,¿Cuál es la ciudad natal de XXX?
P676       ,lyrics by                                       ,Whose song is XXX?                                                     ,Cuya canción es XXX?                                                             ,Quien canta XXX?,Cuya canción es XXX?
P676       ,lyrics by                                       ,Which artist is known for writing XXX?                                 ,¿Qué artista es conocido por escribir XXX?                                       ,¿Qué artista es conocido por escribir XXX?,¿Qué artista es conocido por escribir XXX?
P676       ,lyrics by                                       ,What artist created XXX?                                               ,¿Qué artista creó XXX?                                                           ,¿Qué artista creó XXX?,¿Qué artista creó XXX?
P676       ,lyrics by                                       ,The song XXX was by whom?                                              ,La canción XXX fue por quien?                                                    ,De quién es la canción XXX?,La canción XXX fue por quien?
P676       ,lyrics by                                       ,Who was the writter of XXX?                                            ,¿Quién fue el escritor de XXX?                                                   ,¿Quién fue el escritor de XXX?,¿Quién fue el escritor de XXX?
P676       ,lyrics by                                       ,Who was the songwriter of XXX?                                         ,¿Quién fue el compositor de XXX?                                                 ,¿Quién fue el compositor de XXX?,¿Quién fue el compositor de XXX?
P676       ,lyrics by                                       ,Whose work was XXX?                                                    ,¿De quién fue el trabajo XXX?                                                    ,¿De quién fue el trabajo XXX?,¿De quién fue el trabajo XXX?
P676       ,lyrics by                                       ,Who recorded XXX?                                                      ,¿Quién grabó XXX?                                                                ,¿Quién grabó XXX?,¿Quién grabó XXX?
P676       ,lyrics by                                       ,What is the name of the singer or writer of XXX?                       ,¿Como se llama el cantante o escritor de XXX?                                    ,¿Como se llama el cantante o escritor de XXX?,¿Como se llama el cantante o escritor de XXX?
P676       ,lyrics by                                       ,Who are the XXX lyrics by?                                             ,¿Quiénes son las letras de XXX?                                                  ,¿Quiénes son las letras de XXX?,¿Quiénes son las letras de XXX?
P676       ,lyrics by                                       ,The track XXX was by who?                                              ,¿El track XXX fue de quien?                                                      ,¿De quién fue el tema XXX?,¿El track XXX fue de quien?
P1196      ,manner of death                                 ,Was the death of XXX an accident or suicide?                           ,¿Fue la muerte de XXX un accidente o un suicidio?                                ,¿Fue la muerte de XXX un accidente o un suicidio?,¿Fue la muerte de XXX un accidente o un suicidio?
P1196      ,manner of death                                 ,What cause of death was listed for XXX?                                ,¿Qué causa de muerte se enumeró para XXX?                                        ,¿Qué causa de muerte está escrito para XXX?,¿Qué causa de muerte se enumeró para XXX?
P1196      ,manner of death                                 ,"In one word, how did XXX die?"                                        ,"En una palabra, ¿cómo murió XXX?"                                               ,"En una palabra, ¿cómo murió XXX?"
P176       ,manufacturer                                    ,Which corporation was XXX created by?                                  ,¿Qué corporación fue creada por XXX?                                             ,¿Qué corporación fue creada por XXX?,¿Qué corporación fue creada por XXX?
P176       ,manufacturer                                    ,Who made XXX?                                                          ,¿Quién hizo XXX?                                                                 ,¿Quién hizo XXX?,¿Quién hizo XXX?
P176       ,manufacturer                                    ,Which is the manufacturer of XXX?                                      ,¿Cuál es el fabricante de XXX?                                                   ,¿Cuál es el fabricante de XXX?,¿Cuál es el fabricante de XXX?
P176       ,manufacturer                                    ,Which was the manufacturer of XXX?                                     ,¿Cuál fue el fabricante de XXX?                                                  ,¿Cuál fue el fabricante de XXX?,¿Cuál fue el fabricante de XXX?
P176       ,manufacturer                                    ,Which corporation created XXX?                                         ,¿Qué corporación creó XXX?                                                       ,¿Qué corporación creó XXX?,¿Qué corporación creó XXX?
P176       ,manufacturer                                    ,Which company manufactured XXX?                                        ,¿Qué empresa fabricó XXX?                                                        ,¿Qué empresa fabricó XXX?,¿Qué empresa fabricó XXX?
P176       ,manufacturer                                    ,What company built XXX?                                                ,¿Qué empresa construyó XXX?                                                      ,¿Qué empresa construyó XXX?,¿Qué empresa construyó XXX?
P176       ,manufacturer                                    ,The XXX was produced by whom?                                          ,El XXX fue producido por quien?                                                  ,¿De quién fue producido YYY XXX?,El XXX fue producido por quien?
P176       ,manufacturer                                    ,Which company is known as the manufacturer of XXX?                     ,¿A qué empresa se le conoce como el fabricante de XXX?                           ,¿Qué empresa se conoce como el fabricante de XXX?,¿A qué empresa se le conoce como el fabricante de XXX?
P176       ,manufacturer                                    ,What company manufactures XXX?                                         ,¿Qué empresa fabrica XXX?                                                        ,¿Qué empresa fabrica XXX?,¿Qué empresa fabrica XXX?
P176       ,manufacturer                                    ,What company makes XXX?                                                ,¿Qué compañía hace XXX?                                                          ,¿Qué compañía hace XXX?,¿Qué compañía hace XXX?
P176       ,manufacturer                                    ,The manufacturer of XXX was who?                                       ,¿El fabricante de XXX era quién?                                                 ,¿Quién era el fabricante de XXX?,¿El fabricante de XXX era quién?
P176       ,manufacturer                                    ,"By which company, XXX has been manufactured?"                         ,"¿Por qué empresa, XXX ha sido fabricada?"                                       ,¿Por qué empresa ha sido fabricadGGG XXX?
P186       ,material used                                   ,What material was used for XXX?                                        ,¿Qué material se utilizó para XXX?                                               ,¿Qué material se utilizó para XXX?,¿Qué material se utilizó para XXX?
P186       ,material used                                   ,What is the surface of XXX made of?                                    ,¿De qué está hecha la superficie de XXX?                                         ,¿De qué está hecha la superficie de XXX?,¿De qué está hecha la superficie de XXX?
P1050      ,medical condition                               ,What medical condition did XXX have at the end of his life?            ,¿Qué condición médica tenía XXX al final de su vida?                             ,¿Qué condición médica tenía XXX al final de su vida?,¿Qué condición médica tenía XXX al final de su vida?
P1050      ,medical condition                               ,What disease caused the death of XXX?                                  ,¿Qué enfermedad causó la muerte de XXX?                                          ,¿Qué enfermedad causó la muerte de XXX?,¿Qué enfermedad causó la muerte de XXX?
P1050      ,medical condition                               ,What was XXX's medical condition near the end of his life?             ,¿Cuál era la condición médica de XXX cerca del final de su vida?                 ,¿Cuál era la condición médica de XXX cerca del final de su vida?,¿Cuál era la condición médica de XXX cerca del final de su vida?
P1050      ,medical condition                               ,Which medical condition does XXX suffer from?                          ,¿Qué condición médica sufre XXX?                                                 ,¿De qué condición médica sufre XXX?,¿Qué condición médica sufre XXX?
P1050      ,medical condition                               ,What illness did XXX suffer from?                                      ,¿Qué enfermedad sufrió XXX?                                                      ,¿De qué enfermedad sufrió XXX?,¿Qué enfermedad sufrió XXX?
P1050      ,medical condition                               ,What medical condition did XXX have?                                   ,¿Qué condición médica tenía XXX?                                                 ,¿Qué condición médica tenía XXX?,¿Qué condición médica tenía XXX?
P1050      ,medical condition                               ,What medical condition does XXX have?                                  ,¿Qué condición médica tiene XXX?                                                 ,¿Qué condición médica tiene XXX?,¿Qué condición médica tiene XXX?
P1050      ,medical condition                               ,What led to XXX's death?                                               ,¿Qué llevó a la muerte de XXX?                                                   ,,¿Qué llevó a la muerte de XXX?
P1050      ,medical condition                               ,What was the sickness that killed XXX?                                 ,¿Cuál fue la enfermedad que mató a XXX?                                          ,¿Cuál fue la enfermedad que mató a XXX?,¿Cuál fue la enfermedad que mató a XXX?
P1050      ,medical condition                               ,What disease did XXX contract?                                         ,¿Qué enfermedad contrajo XXX?                                                    ,¿Qué enfermedad contrajó XXX?,¿Qué enfermedad contrajo XXX?
P1050      ,medical condition                               ,What illness negatively impacted XXX?                                  ,¿Qué enfermedad impactó negativamente a XXX?                                     ,,¿Qué enfermedad impactó negativamente a XXX?
P1050      ,medical condition                               ,What disease was a factor in the death of XXX?                         ,¿Qué enfermedad fue un factor en la muerte de XXX?                               ,,¿Qué enfermedad fue un factor en la muerte de XXX?
P1050      ,medical condition                               ,What disease did XXX suffer from?                                      ,¿De qué enfermedad sufría XXX?                                                   ,¿De qué enfermedad sufría XXX?,¿De qué enfermedad sufría XXX?
P1050      ,medical condition                               ,What diseased did XXX struggle with?                                   ,¿Con qué enfermedad luchó XXX?                                                   ,¿Contra qué enfermedad luchó XXX?,¿Con qué enfermedad luchó XXX?
P1050      ,medical condition                               ,Which medical condition afflicts XXX?                                  ,¿Qué afección médica afecta a XXX?                                               ,,¿Qué afección médica afecta a XXX?
P1050      ,medical condition                               ,What medical condition was XXX suffering from?                         ,¿Qué condición médica estaba sufriendo XXX?                                      ,¿Qué condición médica estaba sufriendo XXX?,¿Qué condición médica estaba sufriendo XXX?
P102       ,member of political party                       ,What political party is XXX part of?                                   ,¿De qué partido político es parte XXX?                                           ,,¿De qué partido político es parte XXX?
P102       ,member of political party                       ,Which political party was XXX a member of?                             ,¿De qué partido político era miembro XXX?                                        ,¿De qué partido político era miembro XXX?,¿De qué partido político era miembro XXX?
P102       ,member of political party                       ,What political party is XXX a memeber of?                              ,¿De qué partido político es miembro de XXX?                                      ,,¿De qué partido político es miembro de XXX?
P102       ,member of political party                       ,What was the political party of XXX?                                   ,¿Cuál fue el partido político de XXX?                                            ,¿Cuál fue el partido político de XXX?,¿Cuál fue el partido político de XXX?
P102       ,member of political party                       ,From which political party is XXX?                                     ,¿De qué partido político es XXX?                                                 ,,¿De qué partido político es XXX?
P102       ,member of political party                       ,What party does XXX serve?                                             ,¿A qué fiesta sirve XXX?                                                         ,¿A qué partido político sirve XXX?,¿A qué fiesta sirve XXX?
P102       ,member of political party                       ,Which political party was XXX in?                                      ,¿En qué partido político estaba XXX?                                             ,,¿En qué partido político estaba XXX?
P54        ,member of sports team                           ,What was the name of XXX's team?                                       ,¿Cuál era el nombre del equipo de XXX?                                           ,¿Cuál era el nombre del equipo de XXX?,¿Cuál era el nombre del equipo de XXX?
P54        ,member of sports team                           ,What team does XXX play for?                                           ,¿Para qué equipo juega XXX?                                                      ,¿Para qué equipo juega XXX?,¿Para qué equipo juega XXX?
P54        ,member of sports team                           ,Which team is XXX a member of?                                         ,¿De qué equipo es miembro XXX?                                                   ,,¿De qué equipo es miembro XXX?
P54        ,member of sports team                           ,What team is XXX affiliated with?                                      ,¿A qué equipo está afiliado XXX?                                                 ,,¿A qué equipo está afiliado XXX?
P54        ,member of sports team                           ,What is the team that XXX is associated with?                          ,¿Con qué equipo está asociado XXX?                                               ,,¿Con qué equipo está asociado XXX?
P54        ,member of sports team                           ,What is the name of XXX's team?                                        ,¿Cuál es el nombre del equipo de XXX?                                            ,,¿Cuál es el nombre del equipo de XXX?
P54        ,member of sports team                           ,Which sports team is XXX a member of?                                  ,¿De qué equipo deportivo es miembro XXX?                                         ,,¿De qué equipo deportivo es miembro XXX?
P54        ,member of sports team                           ,What sports team was XXX a member of?                                  ,¿De qué equipo deportivo era miembro XXX?                                        ,,¿De qué equipo deportivo era miembro XXX?
P54        ,member of sports team                           ,Player XXX plays for what team?                                        ,Jugador XXX juega para qué equipo?                                               ,,Jugador XXX juega para qué equipo?
P54        ,member of sports team                           ,For which sports team does XXX play?                                   ,¿Para qué equipo deportivo juega XXX?                                            ,¿Para qué equipo deportivo juega XXX?,¿Para qué equipo deportivo juega XXX?
P54        ,member of sports team                           ,What is the name of the sports team whose member is XXX?               ,¿Cuál es el nombre del equipo deportivo cuyo miembro es XXX?                     ,,¿Cuál es el nombre del equipo deportivo cuyo miembro es XXX?
P54        ,member of sports team                           ,What was XXX's team?                                                   ,¿Qué era el equipo de XXX?                                                       ,¿Qué era el equipo de XXX?,¿Qué era el equipo de XXX?
P54        ,member of sports team                           ,Which sports team is XXX playing for?                                  ,¿Para qué equipo deportivo juega XXX?                                            ,,¿Para qué equipo deportivo juega XXX?
P241       ,military branch                                 ,What military was XXX a part of?                                       ,¿De qué militar era XXX una parte?                                               ,,¿De qué militar era XXX una parte?
P241       ,military branch                                 ,Which armed forces utilised the service of XXX?                        ,¿Qué fuerzas armadas utilizaron el servicio de XXX?                              ,¿Qué fuerzas armadas utilizaron el servicio de XXX?,¿Qué fuerzas armadas utilizaron el servicio de XXX?
P241       ,military branch                                 ,Which armed forces did XXX serve?                                      ,¿A qué fuerzas armadas sirvió XXX?                                               ,¿A qué fuerzas armadas sirvió XXX?,¿A qué fuerzas armadas sirvió XXX?
P241       ,military branch                                 ,What armed force did XXX serve in?                                     ,¿En qué fuerza armada sirvió XXX?                                                ,¿En qué fuerza armada sirvió XXX?,¿En qué fuerza armada sirvió XXX?
P241       ,military branch                                 ,What army was XXX a part of?                                           ,¿De qué ejército era parte XXX?                                                  ,¿De qué ejército era parte XXX?,¿De qué ejército era parte XXX?
P241       ,military branch                                 ,What military organization did XXX belong to?                          ,¿A qué organización militar pertenecía XXX?                                      ,¿A qué organización militar pertenecía XXX?,¿A qué organización militar pertenecía XXX?
P241       ,military branch                                 ,What military branch was XXX in?                                       ,¿En qué rama militar estaba XXX?                                                 ,¿En qué rama militar estaba XXX?,¿En qué rama militar estaba XXX?
P241       ,military branch                                 ,What armed force was XXX in?                                           ,¿En qué fuerza armada estaba XXX?                                                ,,¿En qué fuerza armada estaba XXX?
P241       ,military branch                                 ,In what military organization did XXX serve?                           ,¿En qué organización militar sirvió XXX?                                         ,¿En qué organización militar sirvió XXX?,¿En qué organización militar sirvió XXX?
P241       ,military branch                                 ,With which military branch did XXX serve with?                         ,¿Con qué rama militar sirvió XXX?                                                ,,¿Con qué rama militar sirvió XXX?
P241       ,military branch                                 ,In what military branch did XXX serve?                                 ,¿En qué rama militar sirvió XXX?                                                 ,,¿En qué rama militar sirvió XXX?
P241       ,military branch                                 ,Which military did XXX serve with?                                     ,¿Con qué militar sirvió XXX?                                                     ,,¿Con qué militar sirvió XXX?
P241       ,military branch                                 ,With which military branch did XXX hold a command?                     ,¿Con qué rama militar tenía XXX un comando?                                      ,,¿Con qué rama militar tenía XXX un comando?
P241       ,military branch                                 ,Which military branch is XXX a part of?                                ,¿De qué rama militar forma parte XXX?                                            ,¿De qué rama militar forma parte XXX?,¿De qué rama militar forma parte XXX?
P241       ,military branch                                 ,Who did XXX serve for?                                                 ,¿Para quién sirvió XXX?                                                          ,,¿Para quién sirvió XXX?
P241       ,military branch                                 ,What army did XXX serve in?                                            ,¿En qué ejército sirvió XXX?                                                     ,¿En qué ejército sirvió XXX?,¿En qué ejército sirvió XXX?
P241       ,military branch                                 ,What military branch was XXX associated with?                          ,¿Con qué rama militar se asoció XXX?                                             ,,¿Con qué rama militar se asoció XXX?
P241       ,military branch                                 ,What military branch did XXX belong to?                                ,¿A qué rama militar pertenecía XXX?                                              ,,¿A qué rama militar pertenecía XXX?
P241       ,military branch                                 ,What was the military branch for XXX?                                  ,¿Cuál era la rama militar de XXX?                                                ,¿Cuál era la rama militar de XXX?,¿Cuál era la rama militar de XXX?
P241       ,military branch                                 ,To which branch did XXX belong?                                        ,¿A qué rama pertenecía XXX?                                                      ,¿A qué rama pertenecía XXX?,¿A qué rama pertenecía XXX?
P241       ,military branch                                 ,What organization was XXX involved with?                               ,¿Con qué organización se involucró XXX?                                          ,¿Con qué organización se involucró XXX?,¿Con qué organización se involucró XXX?
P241       ,military branch                                 ,Which entity was XXX a part of?                                        ,¿De qué entidad era XXX parte?                                                   ,,¿De qué entidad era XXX parte?
P241       ,military branch                                 ,What military branch is XXX?                                           ,¿Qué rama militar es XXX?                                                        ,,¿Qué rama militar es XXX?
P241       ,military branch                                 ,What military branch did XXX serve?                                    ,¿A qué rama militar sirvió XXX?                                                  ,¿A qué rama militar sirvió XXX?,¿A qué rama militar sirvió XXX?
P241       ,military branch                                 ,What branch was XXX part of?                                           ,¿De qué rama era parte XXX?                                                      ,¿De qué rama era parte XXX?,¿De qué rama era parte XXX?
