Property ID,Property,Original,Human Translated
P413,position played on team / speciality,What was XXX specialty in their profesisonal sport?,Was war XXX-Spezialität in ihrem Profisport?
P413,position played on team / speciality,What position does XXX play on the field?,Welche Position spielt XXX auf dem Feld?
P413,position played on team / speciality,What football position did XXX play?,Welche Fußballposition hat XXX gespielt?
P413,position played on team / speciality,In what capacity did XXX play football?,In welcher Eigenschaft hat XXX Fußball gespielt?
P413,position played on team / speciality,"In football, which position does XXX play?",Welche Position spielt XXX im Fußball?
P413,position played on team / speciality,At what position on the field did XXX play football?,An welcher Stelle auf dem Feld spielte XXX Fußball?
P413,position played on team / speciality,What position did XXX play?,
P413,position played on team / speciality,Which player position has been associated with XXX?,Welche Spielerposition wurde mit XXX verbunden?
P413,position played on team / speciality,What position does XXX play?,
P413,position played on team / speciality,What position did XXX play in football?,Welche Position hat XXX im Fußball gespielt?
P413,position played on team / speciality,What is the football position of XXX?,Was ist die Fußballposition von XXX?
P413,position played on team / speciality,What is the position that XXX plays called?,"Wie heißt die Position, die XXX spielt?"
P413,position played on team / speciality,What position in football did XXX play?,Welche Position im Fußball spielte XXX?
P413,position played on team / speciality,Which player position does XXX belong to?,Zu welcher Spielerposition gehört XXX?
P413,position played on team / speciality,Which is the position of XXX?,Welches ist die Position von XXX?
P413,position played on team / speciality,What field position does XXX play?,Welche Feldposition spielt XXX?
P413,position played on team / speciality,What position is played by XXX?,
P413,position played on team / speciality,What is the name of XXX's position?,Wie heißt die Position von XXX?
P413,position played on team / speciality,What position did XXX have on the rugby field?,
P1441,present in work,What show is XXX from?,In welcher Show war XXX zu sehen?
P1441,present in work,The appearance of XXX is seen in what work?,
P1441,present in work,What fictional work does XXX exist in?,In welchem fiktionalen Werk tritt XXX auf?
P1441,present in work,Which show is XXX in?,In welcher show tritt XXX auf?
P1441,present in work,In what fictional work would you find a character named XXX?,
P1441,present in work,To which fictional work does XXX appear in?,
P1441,present in work,What work of fiction is XXX located in?,
P1441,present in work,In which fictional work is XXX a character?,
P1441,present in work,What piece of fiction does XXX appear in?,
P1441,present in work,To which fictional work does XXX belong in?,
P1056,product,What type of product does XXX produce?,Welche Art von Produkt stellt XXX her?
P1056,product,What is the product of XXX?,Was produziert XXX?
P1056,product,What is the product made by XXX?,Von wem wird XXX hergestellt?
P1056,product,What product does XXX produce?,
P1056,product,What product does XXX make?,
P1056,product,The product of XXX is what?,
P272,production company,What production company or companies created XXX?,Welche Firma hat XXX hergestellt?
P272,production company,What production company was involved in XXX?,Welche Produktionsfirma war an YYY XXX beteiligt?
P272,production company,Which production company is involved with XXX?,
P272,production company,What studio produced XXX?,
P272,production company,The production company responsible for XXX is what?,
P277,programming language,Which programming language is XXX written in?,
P277,programming language,What programming language was used to write XXX?,In welcher Programmiersprache wurde XXX geschrieben?
P277,programming language,What is the programming language for XXX?,In welcher Programmiersprache ist XXX geschrieben?
P577,publication date,Which year is XXX released?,In welchem Jahr wurde YYY XXX veröffentlicht?
P577,publication date,Which was the year of XXX?,Was ist das Veröffentlichungsjahr von XXX?
P577,publication date,When was XXX released?,Wann wurde XXX veröffentlicht?
P577,publication date,What year was XXX released?,
P577,publication date,What was the year of XXX?,
P577,publication date,What is the year that XXX was released?,
P577,publication date,The year that XXX was made was what?,
P577,publication date,In what year was XXX released?,
P577,publication date,In what year is the film XXX released?,
P577,publication date,What year did XXX come out?,
P577,publication date,What year was XXX made?,
P577,publication date,What was the year of publication for XXX?,
P577,publication date,Which was the year XXX was made?,
P577,publication date,Which was the publication date of XXX?,
P577,publication date,Which is the publication date of XXX?,
P577,publication date,When did XXX come out?,Wann kam XXX heraus?
P577,publication date,What year was XXX realeased in?,
P577,publication date,What was the year in which XXX was made?,
P577,publication date,What was the release year of XXX?,
P577,publication date,The year of XXX was what?,
P577,publication date,The date of publication for XXX was what?,
P577,publication date,When was XXX made?,
P577,publication date,When was XXX in theaters?,
P577,publication date,What was the publication year of XXX?,
P577,publication date,What is the publication year of XXX?,
P577,publication date,What is the publication date of XXX?,Was ist das Veröffentlichungsdatum von XXX?
P577,publication date,The publication date of XXX is what?,
P577,publication date,In what year was XXX published?,
P577,publication date,When was XXX published?,
P123,publisher,Who was the publisher of XXX?,Wer war der Herausgeber von XXX?
P123,publisher,What is the name of the publisher of XXX?,Wie heißt der Herausgeber von XXX?
P123,publisher,The publisher that published XXX is what?,"Wer ist der Herausgeber, der XXX veröffentlicht hat?"
P123,publisher,Who published XXX?,Wer hat XXX herausgegeben?
P123,publisher,What company published XXX?,
P123,publisher,What business published XXX?,
P123,publisher,What is the publisher of XXX?,
P264,record label,What was the record label of XXX?,Was war das Plattenlabel von XXX?
P264,record label,Which was the record label for XXX?,Welche Plattenfirma hat XXX herausgegeben?
P264,record label,What is the name of XXX's record label?,Wie heißt das Plattenlabel von XXX?
P264,record label,What label was responsible for XXX?,
P611,religious order,To which religious order did XXX belong?,Zu welcher religiösen Ordnung gehörte XXX?
P611,religious order,What group was XXX a member of?,
P1366,replaced by,Which replaced the XXX?,Was ersetzte YYY XXX?
P1366,replaced by,What was replaced XXX?,Was wurde durch YYY XXX ersetzt?
P1366,replaced by,By what was XXX replaced?,Durch was wurde XXX ersetzt?
P551,residence,What city is XXX from?,Aus welcher Stadt stammt XXX?
P551,residence,What city is XXX associated with?,
P58,screenwriter,What is the name of the director who directed XXX?,Wer führte Regie bei XXX?
P58,screenwriter,Which was the director of XXX?,Welches war der Direktor von XXX?
P58,screenwriter,The movie XXX was directed by whom?,
P58,screenwriter,The film XXX was directed by whom?,
P58,screenwriter,Who was the main director of XXX?,Wer war die Regisseurin von XXX?
P58,screenwriter,In which XXX a 1909 american silent drama film directed by?,
P58,screenwriter,The person that directed XXX was what?,
P58,screenwriter,Which person directed XXX?,
P179,series,What series is XXX from?,
P179,series,Which show does XXX appear on?,In welcher Fernsehserie erscheint XXX?
P179,series,What is the series called that XXX belongs to?,Zu welcher Serie gehört XXX?
P179,series,Of what series is XXX a part of?,
P179,series,To which series does XXX belong?,
P179,series,Which series was XXX in?,
P179,series,Which series is XXX a part of?,
P179,series,What is the series that XXX is a part of?,
P179,series,The XXX was in what series?,
P179,series,The XXX is part of a what series?,
P179,series,Which series is XXX apart of?,
P179,series,What series is the episode XXX part of?,
P179,series,What series is XXX part of?,
P179,series,What series is XXX in?,
P179,series,What series is XXX a part of?,
P729,service entry,What was the year XXX entered service?,In welchem Jahr trat XXX der Armee bei?
P729,service entry,In what year did XXX enter service?,
P729,service entry,What year is XXX associated with?,Mit welchem Jahr ist XXX verbunden?
P729,service entry,What year was XXX commissioned?,In welchem Jahr wurde XXX in Auftrag gegeben?
P729,service entry,What year did XXX come into use?,
P729,service entry,What year was XXX introduced?,
P729,service entry,Which was the official year for the approval of XXX?,
P729,service entry,What year was the service entry date for XXX?,
P729,service entry,What was the year that XXX entered service?,
P729,service entry,In which year was the service entry date for XXX?,
P21,sex or gender,Which was the gender of XXX?,
P21,sex or gender,Which sex is XXX?,
P21,sex or gender,Which describes the sex or gender of XXX?,
P21,sex or gender,What was the gender of XXX?,
P21,sex or gender,What was XXX's gender?,
P21,sex or gender,What is the gender of XXX?,
P21,sex or gender,What is the gender XXX is known by?,
P21,sex or gender,What is the gender XXX is associated with?,
P21,sex or gender,What is XXX's sex?,
P21,sex or gender,What gender was XXX?,Welches Geschlecht hat XXX?
P21,sex or gender,What gender is XXX?,
P21,sex or gender,What gender class does XXX belong to?,
P21,sex or gender,Was XXX male or female?,
P21,sex or gender,The sex or gender of XXX is what?,
P21,sex or gender,The gender of XXX is what?,
P21,sex or gender,Which gender does XXX belong to?,
P21,sex or gender,What gender is XXX of?,
P21,sex or gender,What is XXX's gender?,
P21,sex or gender,Which sex or gender can XXX be described as?,
P21,sex or gender,What is the sex of XXX?,
P21,sex or gender,Is XXX a male or female?,
P21,sex or gender,What is the sex or gender of XXX?,
P21,sex or gender,Which gender is XXX?,
P21,sex or gender,What sex is XXX?,
P9,sister,Who is XXX's sister?,Wer ist die Schwester von XXX?
P9,sister,Which woman was the sister of XXX?,
P65,site of astronomical discovery,At what observatory or station was XXX discovered?,An welcher Sternwarte oder von welchem Teleskop wurde YYY XXX entdeckt?
P65,site of astronomical discovery,What observatory or station found XXX?,Welche Sternwarte oder welchesTeleskop entdeckte YYY XXX?
P65,site of astronomical discovery,What observatory or station is XXX associated with?,Mit welcher Sternwarte verbindet man XXX?
P65,site of astronomical discovery,At what observatory was XXX discovered?,
P65,site of astronomical discovery,At which observatory was XXX discovered?,
P65,site of astronomical discovery,What observatory is XXX associated with?,
P65,site of astronomical discovery,What observatory did scientists use to find XXX?,
P65,site of astronomical discovery,Where was the discovery of XXX made?,
P65,site of astronomical discovery,In which labboratory was XXX discovered?,
P641,sport,Which sport is XXX associated with?,
P641,sport,Which sport does/did XXX play?,Welchen Sport übte XXX aus?
P641,sport,To which sports is XXX related?,
P641,sport,What sport did XXX play?,Welche Sportart übte XXX aus?
P641,sport,What was the sport played by XXX?,
P641,sport,Which sport is associated with XXX?,
P641,sport,Which sport did XXX play?,
P641,sport,What sport is XXX known for playing professionally?,Welchen Sport übte XXX professionell aus?
P641,sport,What sport is XXX associated with?,
P641,sport,Athlete XXX is known for what sport?,
P641,sport,What sport does XXX play?,Welche Sportart übt XXX aus?
P641,sport,What's XXX sport?,
P641,sport,With which sports is XXX associated?,
P641,sport,What is XXX's sport?,
P641,sport,Which sport has connection with XXX?,
P641,sport,What is XXX's sport of choice?,
P641,sport,The sport XXX is associated with is?,
P641,sport,Which sport does XXX practice?,
P641,sport,With what sport does XXX work with?,
P26,spouse,What is XXX's spouse's name?,Wie heißt der Ehepartner von XXX?
P26,spouse,What is XXX's spouse's name?,
P1462,standards body,Who set the standards for XXX?,Wer etablierte den Standard für YYY XXX?
P580,start time,What year did XXX start?,In welchem Jahr begann YYY XXX?
P414,stock exchange,What stock exchange is most closely associated with XXX?,
P414,stock exchange,Which exchange is XXX on?,An welcher Börse ist XXX gelistet?
P414,stock exchange,Which stock exchange was XXX affiliated with?,
P414,stock exchange,What stock exchange is XXX on?,
P414,stock exchange,What stock exchange is XXX associated with?,
P414,stock exchange,Which exchange is XXX listed with?,
P414,stock exchange,To which stock exchange does XXX belong?,
P414,stock exchange,Which stock exchange did XXX go public on?,An welcher Börse wurde XXX zuerst gelistet?
P414,stock exchange,Which exchange trades XXX?,An welcher Börse wird XXX gelistet?
P105,taxon rank,Is the taxon rank of XXX species or genus?,Welche taxonomische Kategorie hat die Spezies oder Gattung XXX?
P105,taxon rank,Is XXX a genus or species?,Ist XXX eine Gattung oder eine Art?
P575,time of discovery,When was XXX discovered or created?,Wann wurde YYY XXX entdeckt oder erfunden?
P575,time of discovery,At which time was XXX discovered?,
P575,time of discovery,What year was XXX found?,In welchem Jahr wurde YYY XXX entdeckt?
P575,time of discovery,What year was XXX discovered?,
P575,time of discovery,The XXX was discovered in what year?,
P575,time of discovery,When was XXX found or made?,
P575,time of discovery,When was the discovery of XXX?,
P575,time of discovery,When was XXX first discovered?,
P575,time of discovery,When did XXX get discovered?,
P575,time of discovery,When was the XXX discovered?,Wann wurde YYY XXX entdeckt?
P575,time of discovery,What is the year XXX discovered?,
P575,time of discovery,When does the XXX discovered?,
P575,time of discovery,When was XXX found?,
P575,time of discovery,When was XXX discovered?,
P575,time of discovery,When does the XXX found?,Wann findet YYY XXX?
P575,time of discovery,When did the discovery or creation of XXX occur?,
P575,time of discovery,What time was XXX found?,
P575,time of discovery,What is the full date of discovery for XXX?,
P575,time of discovery,The year that XXX was discovered was when?,
P575,time of discovery,The discovery date or year of XXX is?,
P619,time of spacecraft launch,On what date did XXX lift off?,
P619,time of spacecraft launch,When was the launch date of XXX?,Wann startete YYY XXX?
P619,time of spacecraft launch,When was XXX's launch date?,An welchem Datum startete YYY XXX?
P619,time of spacecraft launch,What was the launch date of XXX?,
P619,time of spacecraft launch,What was the date XXX was launched?,
P619,time of spacecraft launch,What is the launch date of XXX?,
P619,time of spacecraft launch,What date was XXX launched?,
P619,time of spacecraft launch,What was the date of XXX's launch?,
P619,time of spacecraft launch,On what date did XXX launch?,
P619,time of spacecraft launch,What day was XXX launched?,
P619,time of spacecraft launch,On what date was XXX launched?,
P619,time of spacecraft launch,On what date did XXX take off?,
P619,time of spacecraft launch,The XXX was launched on what date?,
P289,vessel class,What specific type of seafaring vessel was XXX?,
P289,vessel class,What type of submarine was XXX classified as?,Als welcher U-Boot-Typ war die XXX klassifiziert?
P289,vessel class,What type of aquatic unit is XXX?,Welcher Schiffstyp war die XXX?
P289,vessel class,What vessel type is XXX?,
P412,voice type,What voice type is XXX?,Welche Stimmlage hat XXX?
P412,voice type,Which was the voice type that XXX had?,Welche Stimmlage hatte XXX?
P412,voice type,What type of tone does XXX sing in?,
P412,voice type,What was XXX's range?,
P412,voice type,What is the vocal range for XXX?,
P412,voice type,What type of voice does XXX have?,
P412,voice type,The voice type of XXX is what?,
P412,voice type,What voice type does XXX have?,
