Property ID,Property                                        ,Original                                                               ,Google Translate                                                       ,Human Translated
P1412      ,languages spoken or written                     ,Which was the nationality of XXX?                                      ,Which was the nationality of XXX?                                      ,Which was the nationality of XXX?
P1412      ,languages spoken or written                     ,What was XXX's nationality?                                            ,What was XXX's nationality?                                            ,What was XXX's nationality?
P1412      ,languages spoken or written                     ,What nationality of XXX?                                               ,What nationality of XXX?                                               ,What nationality of XXX?
P118       ,league                                          ,The team XXX is a member of which sports league?                       ,The team XXX is a member of which sports league?                       ,The team XXX is a member of which sports league?
P118       ,league                                          ,Which soccer league is XXX in?                                         ,Which soccer league is XXX in?                                         ,Which soccer league is XXX in?
P118       ,league                                          ,What football league is XXX a part of?                                 ,What football league is XXX a part of?                                 ,What football league is XXX a part of?
P118       ,league                                          ,What league does XXX participate in?                                   ,What league does XXX participate in?                                   ,What league does XXX participate in?
P118       ,league                                          ,Which league did XXX join with?                                        ,Which league did XXX join with?                                        ,Which league did XXX join with?
P118       ,league                                          ,Which is the league of XXX?                                            ,Which is the league of XXX?                                            ,Which is the league of XXX?
P118       ,league                                          ,What league did XXX play in the top league for?                        ,What league did XXX play in the top league for?                        ,What league did XXX play in the top league for?
P118       ,league                                          ,What league was XXX?                                                   ,What league was XXX?                                                   ,What league was XXX?
P275       ,license                                         ,Which is the license of XXX?                                           ,Which is the license of XXX?                                           ,Which is the license of XXX?
P1408      ,licensed to broadcast to                        ,What city is XXX located?                                              ,What city is XXX located?                                              ,What city is XXX located?
P1408      ,licensed to broadcast to                        ,What town or city does XXX serve?                                      ,What town or city does XXX serve?                                      ,What town or city does XXX serve?
P1408      ,licensed to broadcast to                        ,What town is XXX liscensed in?                                         ,What town is XXX liscensed in?                                         ,What town is XXX liscensed in?
P131       ,located in the administrative territorial entity,What state is XXX located?                                             ,What state is XXX located?                                             ,What state is XXX located?
P131       ,located in the administrative territorial entity,Which state is XXX located?                                            ,Which state is XXX located?                                            ,Which state is XXX located?
P131       ,located in the administrative territorial entity,In which state is XXX located?                                         ,In which state is XXX located?                                         ,In which state is XXX located?
P131       ,located in the administrative territorial entity,What is the name of the state where XXX is located?                    ,What is the name of the state where XXX is located?                    ,What is the name of the state where XXX is located?
P206       ,located next to body of water                   ,What body of water was XXX next to?                                    ,What body of water was XXX next to?                                    ,What body of water was XXX next to?
P206       ,located next to body of water                   ,Which is the body of water by XXX?                                     ,Which is the body of water by XXX?                                     ,Which is the body of water by XXX?
P206       ,located next to body of water                   ,By which body of water is XXX located?                                 ,By which body of water is XXX located?                                 ,By which body of water is XXX located?
P376       ,located on astronomical body                    ,On what moon or planet can XXX be found?                               ,On what moon or planet can XXX be found?                               ,On what moon or planet can XXX be found?
P376       ,located on astronomical body                    ,On what planet is XXX on?                                              ,On what planet is XXX on?                                              ,On what planet is XXX on?
P376       ,located on astronomical body                    ,What is the astronomical body that XXX is located on?                  ,What is the astronomical body that XXX is located on?                  ,What is the astronomical body that XXX is located on?
P376       ,located on astronomical body                    ,On what celestial body is XXX located?                                 ,On what celestial body is XXX located?                                 ,On what celestial body is XXX located?
P376       ,located on astronomical body                    ,Which planet is XXX located?                                           ,Which planet is XXX located?                                           ,Which planet is XXX located?
P376       ,located on astronomical body                    ,What celestial body can XXX be found on?                               ,What celestial body can XXX be found on?                               ,What celestial body can XXX be found on?
P376       ,located on astronomical body                    ,The astronomical body that XXX is on is what?                          ,The astronomical body that XXX is on is what?                          ,The astronomical body that XXX is on is what?
P376       ,located on astronomical body                    ,Where is XXX found?                                                    ,Where is XXX found?                                                    ,Where is XXX found?
P376       ,located on astronomical body                    ,The astronomical body that XXX was located on was what?                ,The astronomical body that XXX was located on was what?                ,The astronomical body that XXX was located on was what?
P740       ,location of formation                           ,From what city is the band XXX?                                        ,From what city is the band XXX?                                        ,From what city is the band XXX?
P740       ,location of formation                           ,What is the city of origin of XXX?                                     ,What is the city of origin of XXX?                                     ,What is the city of origin of XXX?
P740       ,location of formation                           ,What city was XXX formed in?                                           ,What city was XXX formed in?                                           ,What city was XXX formed in?
P740       ,location of formation                           ,In what city or state did the formation of XXX occur?                  ,In what city or state did the formation of XXX occur?                  ,In what city or state did the formation of XXX occur?
P740       ,location of formation                           ,What city is the band XXX from?                                        ,What city is the band XXX from?                                        ,What city is the band XXX from?
P740       ,location of formation                           ,What was the name of the city or state where XXX was formed?           ,What was the name of the city or state where XXX was formed?           ,What was the name of the city or state where XXX was formed?
P740       ,location of formation                           ,What is the home city of XXX?                                          ,What is the home city of XXX?                                          ,What is the home city of XXX?
P676       ,lyrics by                                       ,Whose song is XXX?                                                     ,Whose song is XXX?                                                     ,Whose song is XXX?
P676       ,lyrics by                                       ,Which artist is known for writing XXX?                                 ,Which artist is known for writing XXX?                                 ,Which artist is known for writing XXX?
P676       ,lyrics by                                       ,What artist created XXX?                                               ,What artist created XXX?                                               ,What artist created XXX?
P676       ,lyrics by                                       ,The song XXX was by whom?                                              ,The song XXX was by whom?                                              ,The song XXX was by whom?
P676       ,lyrics by                                       ,Who was the writter of XXX?                                            ,Who was the writter of XXX?                                            ,Who was the writter of XXX?
P676       ,lyrics by                                       ,Who was the songwriter of XXX?                                         ,Who was the songwriter of XXX?                                         ,Who was the songwriter of XXX?
P676       ,lyrics by                                       ,Whose work was XXX?                                                    ,Whose work was XXX?                                                    ,Whose work was XXX?
P676       ,lyrics by                                       ,Who recorded XXX?                                                      ,Who recorded XXX?                                                      ,Who recorded XXX?
P676       ,lyrics by                                       ,What is the name of the singer or writer of XXX?                       ,What is the name of the singer or writer of XXX?                       ,What is the name of the singer or writer of XXX?
P676       ,lyrics by                                       ,Who are the XXX lyrics by?                                             ,Who are the XXX lyrics by?                                             ,Who are the XXX lyrics by?
P676       ,lyrics by                                       ,The track XXX was by who?                                              ,The track XXX was by who?                                              ,The track XXX was by who?
P1196      ,manner of death                                 ,Was the death of XXX an accident or suicide?                           ,Was the death of XXX an accident or suicide?                           ,Was the death of XXX an accident or suicide?
P1196      ,manner of death                                 ,What cause of death was listed for XXX?                                ,What cause of death was listed for XXX?                                ,What cause of death was listed for XXX?
P1196      ,manner of death                                 ,"In one word, how did XXX die?"                                        ,"In one word, how did XXX die?"                                        ,"In one word, how did XXX die?"
P176       ,manufacturer                                    ,Which corporation was XXX created by?                                  ,Which corporation was XXX created by?                                  ,Which corporation was XXX created by?
P176       ,manufacturer                                    ,Who made XXX?                                                          ,Who made XXX?                                                          ,Who made XXX?
P176       ,manufacturer                                    ,Which is the manufacturer of XXX?                                      ,Which is the manufacturer of XXX?                                      ,Which is the manufacturer of XXX?
P176       ,manufacturer                                    ,Which was the manufacturer of XXX?                                     ,Which was the manufacturer of XXX?                                     ,Which was the manufacturer of XXX?
P176       ,manufacturer                                    ,Which corporation created XXX?                                         ,Which corporation created XXX?                                         ,Which corporation created XXX?
P176       ,manufacturer                                    ,Which company manufactured XXX?                                        ,Which company manufactured XXX?                                        ,Which company manufactured XXX?
P176       ,manufacturer                                    ,What company built XXX?                                                ,What company built XXX?                                                ,What company built XXX?
P176       ,manufacturer                                    ,The XXX was produced by whom?                                          ,The XXX was produced by whom?                                          ,The XXX was produced by whom?
P176       ,manufacturer                                    ,Which company is known as the manufacturer of XXX?                     ,Which company is known as the manufacturer of XXX?                     ,Which company is known as the manufacturer of XXX?
P176       ,manufacturer                                    ,What company manufactures XXX?                                         ,What company manufactures XXX?                                         ,What company manufactures XXX?
P176       ,manufacturer                                    ,What company makes XXX?                                                ,What company makes XXX?                                                ,What company makes XXX?
P176       ,manufacturer                                    ,The manufacturer of XXX was who?                                       ,The manufacturer of XXX was who?                                       ,The manufacturer of XXX was who?
P176       ,manufacturer                                    ,"By which company, XXX has been manufactured?"                         ,"By which company, XXX has been manufactured?"                         ,"By which company, XXX has been manufactured?"
P186       ,material used                                   ,What material was used for XXX?                                        ,What material was used for XXX?                                        ,What material was used for XXX?
P186       ,material used                                   ,What is the surface of XXX made of?                                    ,What is the surface of XXX made of?                                    ,What is the surface of XXX made of?
P1050      ,medical condition                               ,What medical condition did XXX have at the end of his life?            ,What medical condition did XXX have at the end of his life?            ,What medical condition did XXX have at the end of his life?
P1050      ,medical condition                               ,What disease caused the death of XXX?                                  ,What disease caused the death of XXX?                                  ,What disease caused the death of XXX?
P1050      ,medical condition                               ,What was XXX's medical condition near the end of his life?             ,What was XXX's medical condition near the end of his life?             ,What was XXX's medical condition near the end of his life?
P1050      ,medical condition                               ,Which medical condition does XXX suffer from?                          ,Which medical condition does XXX suffer from?                          ,Which medical condition does XXX suffer from?
P1050      ,medical condition                               ,What illness did XXX suffer from?                                      ,What illness did XXX suffer from?                                      ,What illness did XXX suffer from?
P1050      ,medical condition                               ,What medical condition did XXX have?                                   ,What medical condition did XXX have?                                   ,What medical condition did XXX have?
P1050      ,medical condition                               ,What medical condition does XXX have?                                  ,What medical condition does XXX have?                                  ,What medical condition does XXX have?
P1050      ,medical condition                               ,What led to XXX's death?                                               ,What led to XXX's death?                                               ,What led to XXX's death?
P1050      ,medical condition                               ,What was the sickness that killed XXX?                                 ,What was the sickness that killed XXX?                                 ,What was the sickness that killed XXX?
P1050      ,medical condition                               ,What disease did XXX contract?                                         ,What disease did XXX contract?                                         ,What disease did XXX contract?
P1050      ,medical condition                               ,What illness negatively impacted XXX?                                  ,What illness negatively impacted XXX?                                  ,What illness negatively impacted XXX?
P1050      ,medical condition                               ,What disease was a factor in the death of XXX?                         ,What disease was a factor in the death of XXX?                         ,What disease was a factor in the death of XXX?
P1050      ,medical condition                               ,What disease did XXX suffer from?                                      ,What disease did XXX suffer from?                                      ,What disease did XXX suffer from?
P1050      ,medical condition                               ,What diseased did XXX struggle with?                                   ,What diseased did XXX struggle with?                                   ,What diseased did XXX struggle with?
P1050      ,medical condition                               ,Which medical condition afflicts XXX?                                  ,Which medical condition afflicts XXX?                                  ,Which medical condition afflicts XXX?
P1050      ,medical condition                               ,What medical condition was XXX suffering from?                         ,What medical condition was XXX suffering from?                         ,What medical condition was XXX suffering from?
P102       ,member of political party                       ,What political party is XXX part of?                                   ,What political party is XXX part of?                                   ,What political party is XXX part of?
P102       ,member of political party                       ,Which political party was XXX a member of?                             ,Which political party was XXX a member of?                             ,Which political party was XXX a member of?
P102       ,member of political party                       ,What political party is XXX a memeber of?                              ,What political party is XXX a memeber of?                              ,What political party is XXX a memeber of?
P102       ,member of political party                       ,What was the political party of XXX?                                   ,What was the political party of XXX?                                   ,What was the political party of XXX?
P102       ,member of political party                       ,From which political party is XXX?                                     ,From which political party is XXX?                                     ,From which political party is XXX?
P102       ,member of political party                       ,What party does XXX serve?                                             ,What party does XXX serve?                                             ,What party does XXX serve?
P102       ,member of political party                       ,Which political party was XXX in?                                      ,Which political party was XXX in?                                      ,Which political party was XXX in?
P54        ,member of sports team                           ,What was the name of XXX's team?                                       ,What was the name of XXX's team?                                       ,What was the name of XXX's team?
P54        ,member of sports team                           ,What team does XXX play for?                                           ,What team does XXX play for?                                           ,What team does XXX play for?
P54        ,member of sports team                           ,Which team is XXX a member of?                                         ,Which team is XXX a member of?                                         ,Which team is XXX a member of?
P54        ,member of sports team                           ,What team is XXX affiliated with?                                      ,What team is XXX affiliated with?                                      ,What team is XXX affiliated with?
P54        ,member of sports team                           ,What is the team that XXX is associated with?                          ,What is the team that XXX is associated with?                          ,What is the team that XXX is associated with?
P54        ,member of sports team                           ,What is the name of XXX's team?                                        ,What is the name of XXX's team?                                        ,What is the name of XXX's team?
P54        ,member of sports team                           ,Which sports team is XXX a member of?                                  ,Which sports team is XXX a member of?                                  ,Which sports team is XXX a member of?
P54        ,member of sports team                           ,What sports team was XXX a member of?                                  ,What sports team was XXX a member of?                                  ,What sports team was XXX a member of?
P54        ,member of sports team                           ,Player XXX plays for what team?                                        ,Player XXX plays for what team?                                        ,Player XXX plays for what team?
P54        ,member of sports team                           ,For which sports team does XXX play?                                   ,For which sports team does XXX play?                                   ,For which sports team does XXX play?
P54        ,member of sports team                           ,What is the name of the sports team whose member is XXX?               ,What is the name of the sports team whose member is XXX?               ,What is the name of the sports team whose member is XXX?
P54        ,member of sports team                           ,What was XXX's team?                                                   ,What was XXX's team?                                                   ,What was XXX's team?
P54        ,member of sports team                           ,Which sports team is XXX playing for?                                  ,Which sports team is XXX playing for?                                  ,Which sports team is XXX playing for?
P241       ,military branch                                 ,What military was XXX a part of?                                       ,What military was XXX a part of?                                       ,What military was XXX a part of?
P241       ,military branch                                 ,Which armed forces utilised the service of XXX?                        ,Which armed forces utilised the service of XXX?                        ,Which armed forces utilised the service of XXX?
P241       ,military branch                                 ,Which armed forces did XXX serve?                                      ,Which armed forces did XXX serve?                                      ,Which armed forces did XXX serve?
P241       ,military branch                                 ,What armed force did XXX serve in?                                     ,What armed force did XXX serve in?                                     ,What armed force did XXX serve in?
P241       ,military branch                                 ,What army was XXX a part of?                                           ,What army was XXX a part of?                                           ,What army was XXX a part of?
P241       ,military branch                                 ,What military organization did XXX belong to?                          ,What military organization did XXX belong to?                          ,What military organization did XXX belong to?
P241       ,military branch                                 ,What military branch was XXX in?                                       ,What military branch was XXX in?                                       ,What military branch was XXX in?
P241       ,military branch                                 ,What armed force was XXX in?                                           ,What armed force was XXX in?                                           ,What armed force was XXX in?
P241       ,military branch                                 ,In what military organization did XXX serve?                           ,In what military organization did XXX serve?                           ,In what military organization did XXX serve?
P241       ,military branch                                 ,With which military branch did XXX serve with?                         ,With which military branch did XXX serve with?                         ,With which military branch did XXX serve with?
P241       ,military branch                                 ,In what military branch did XXX serve?                                 ,In what military branch did XXX serve?                                 ,In what military branch did XXX serve?
P241       ,military branch                                 ,Which military did XXX serve with?                                     ,Which military did XXX serve with?                                     ,Which military did XXX serve with?
P241       ,military branch                                 ,With which military branch did XXX hold a command?                     ,With which military branch did XXX hold a command?                     ,With which military branch did XXX hold a command?
P241       ,military branch                                 ,Which military branch is XXX a part of?                                ,Which military branch is XXX a part of?                                ,Which military branch is XXX a part of?
P241       ,military branch                                 ,Who did XXX serve for?                                                 ,Who did XXX serve for?                                                 ,Who did XXX serve for?
P241       ,military branch                                 ,What army did XXX serve in?                                            ,What army did XXX serve in?                                            ,What army did XXX serve in?
P241       ,military branch                                 ,What military branch was XXX associated with?                          ,What military branch was XXX associated with?                          ,What military branch was XXX associated with?
P241       ,military branch                                 ,What military branch did XXX belong to?                                ,What military branch did XXX belong to?                                ,What military branch did XXX belong to?
P241       ,military branch                                 ,What was the military branch for XXX?                                  ,What was the military branch for XXX?                                  ,What was the military branch for XXX?
P241       ,military branch                                 ,To which branch did XXX belong?                                        ,To which branch did XXX belong?                                        ,To which branch did XXX belong?
P241       ,military branch                                 ,What organization was XXX involved with?                               ,What organization was XXX involved with?                               ,What organization was XXX involved with?
P241       ,military branch                                 ,Which entity was XXX a part of?                                        ,Which entity was XXX a part of?                                        ,Which entity was XXX a part of?
P241       ,military branch                                 ,What military branch is XXX?                                           ,What military branch is XXX?                                           ,What military branch is XXX?
P241       ,military branch                                 ,What military branch did XXX serve?                                    ,What military branch did XXX serve?                                    ,What military branch did XXX serve?
P241       ,military branch                                 ,What branch was XXX part of?                                           ,What branch was XXX part of?                                           ,What branch was XXX part of?
P241       ,military branch                                 ,What armed force was XXX a part of?                                    ,What armed force was XXX a part of?                                    ,What armed force was XXX a part of?
P410       ,military rank                                   ,What along with privateer was XXX's military rank?                     ,What along with privateer was XXX's military rank?                     ,What along with privateer was XXX's military rank?
P410       ,military rank                                   ,What ranking did XXX hold in the military?                             ,What ranking did XXX hold in the military?                             ,What ranking did XXX hold in the military?
P25        ,mother                                          ,The person that is the mother of XXX is who?                           ,The person that is the mother of XXX is who?                           ,The person that is the mother of XXX is who?
P25        ,mother                                          ,What was the name of XXX mother?                                       ,What was the name of XXX mother?                                       ,What was the name of XXX mother?
P25        ,mother                                          ,Who is the mother of XXX?                                              ,Who is the mother of XXX?                                              ,Who is the mother of XXX?
P25        ,mother                                          ,Who was XXX's mother?                                                  ,Who was XXX's mother?                                                  ,Who was XXX's mother?
P25        ,mother                                          ,Which lady gave birth to XXX?                                          ,Which lady gave birth to XXX?                                          ,Which lady gave birth to XXX?
P25        ,mother                                          ,Who was the mother of XXX?                                             ,Who was the mother of XXX?                                             ,Who was the mother of XXX?
P25        ,mother                                          ,Who is XXX's mother?                                                   ,Who is XXX's mother?                                                   ,Who is XXX's mother?
P25        ,mother                                          ,Which lady XXX was born to?                                            ,Which lady XXX was born to?                                            ,Which lady XXX was born to?
P25        ,mother                                          ,The mother of XXX is whom?                                             ,The mother of XXX is whom?                                             ,The mother of XXX is whom?
P403       ,mouth of the watercourse                        ,What is XXX a tributary of?                                            ,What is XXX a tributary of?                                            ,What is XXX a tributary of?
P403       ,mouth of the watercourse                        ,What river does XXX turn into?                                         ,What river does XXX turn into?                                         ,What river does XXX turn into?
P403       ,mouth of the watercourse                        ,What river is XXX a tributary of?                                      ,What river is XXX a tributary of?                                      ,What river is XXX a tributary of?
P403       ,mouth of the watercourse                        ,What does XXX flow into?                                               ,What does XXX flow into?                                               ,What does XXX flow into?
P403       ,mouth of the watercourse                        ,What river does XXX form a part of?                                    ,What river does XXX form a part of?                                    ,What river does XXX form a part of?
P403       ,mouth of the watercourse                        ,Which river system contains XXX?                                       ,Which river system contains XXX?                                       ,Which river system contains XXX?
P403       ,mouth of the watercourse                        ,What river does XXX connect to?                                        ,What river does XXX connect to?                                        ,What river does XXX connect to?
P403       ,mouth of the watercourse                        ,Of what river is XXX a tributary?                                      ,Of what river is XXX a tributary?                                      ,Of what river is XXX a tributary?
P403       ,mouth of the watercourse                        ,What body of water does XXX join?                                      ,What body of water does XXX join?                                      ,What body of water does XXX join?
P403       ,mouth of the watercourse                        ,The body of water that XXX is near is what?                            ,The body of water that XXX is near is what?                            ,The body of water that XXX is near is what?
P138       ,named after                                     ,Who is the XXX named after?                                            ,Who is the XXX named after?                                            ,Who is the XXX named after?
P138       ,named after                                     ,What is XXX named after?                                               ,What is XXX named after?                                               ,What is XXX named after?
P138       ,named after                                     ,Whom is XXX named after?                                               ,Whom is XXX named after?                                               ,Whom is XXX named after?
P138       ,named after                                     ,The XXX was named for whom?                                            ,The XXX was named for whom?                                            ,The XXX was named for whom?
P840       ,narrative location                              ,Which place is XXX in?                                                 ,Which place is XXX in?                                                 ,Which place is XXX in?
P840       ,narrative location                              ,Which place does XXX exist in?                                         ,Which place does XXX exist in?                                         ,Which place does XXX exist in?
P103       ,native language                                 ,What was the native language of XXX?                                   ,What was the native language of XXX?                                   ,What was the native language of XXX?
P103       ,native language                                 ,What nationality was XXX?                                              ,What nationality was XXX?                                              ,What nationality was XXX?
P103       ,native language                                 ,What is the native tongue of XXX?                                      ,What is the native tongue of XXX?                                      ,What is the native tongue of XXX?
P103       ,native language                                 ,What is the language of XXX?                                           ,What is the language of XXX?                                           ,What is the language of XXX?
P103       ,native language                                 ,The nationality of XXX was what?                                       ,The nationality of XXX was what?                                       ,The nationality of XXX was what?
P103       ,native language                                 ,The nationality of XXX is?                                             ,The nationality of XXX is?                                             ,The nationality of XXX is?
P103       ,native language                                 ,Which ethnic group does XXX belong?                                    ,Which ethnic group does XXX belong?                                    ,Which ethnic group does XXX belong?
P103       ,native language                                 ,What is the native language of XXX?                                    ,What is the native language of XXX?                                    ,What is the native language of XXX?
P103       ,native language                                 ,What is the national identity of XXX?                                  ,What is the national identity of XXX?                                  ,What is the national identity of XXX?
P53        ,noble family                                    ,What family lineage was XXX part of?                                   ,What family lineage was XXX part of?                                   ,What family lineage was XXX part of?
P53        ,noble family                                    ,What was the noble family that XXX was from?                           ,What was the noble family that XXX was from?                           ,What was the noble family that XXX was from?
P53        ,noble family                                    ,What noble family was XXX part of?                                     ,What noble family was XXX part of?                                     ,What noble family was XXX part of?
P97        ,noble title                                     ,What noble title does XXX hold?                                        ,What noble title does XXX hold?                                        ,What noble title does XXX hold?
P97        ,noble title                                     ,What was the title that XXX held?                                      ,What was the title that XXX held?                                      ,What was the title that XXX held?
P1411      ,nominated for                                   ,What award was XXX nominated for?                                      ,What award was XXX nominated for?                                      ,What award was XXX nominated for?
P1411      ,nominated for                                   ,What was XXX nominated for?                                            ,What was XXX nominated for?                                            ,What was XXX nominated for?
P466       ,occupant                                        ,What team uses XXX?                                                    ,What team uses XXX?                                                    ,What team uses XXX?
P106       ,occupation                                      ,What was XXX's occupation?                                             ,What was XXX's occupation?                                             ,What was XXX's occupation?
P106       ,occupation                                      ,What kind of  occupation does XXX have?                                ,What kind of  occupation does XXX have?                                ,What kind of  occupation does XXX have?
P106       ,occupation                                      ,What was XXX's career?                                                 ,What was XXX's career?                                                 ,What was XXX's career?
P306       ,operating system                                ,What is the operating system used with XXX?                            ,What is the operating system used with XXX?                            ,What is the operating system used with XXX?
P449       ,original network                                ,What original network is XXX on?                                       ,What original network is XXX on?                                       ,What original network is XXX on?
P449       ,original network                                ,What broadcasting company aired XXX?                                   ,What broadcasting company aired XXX?                                   ,What broadcasting company aired XXX?
P449       ,original network                                ,On what channel did XXX first air?                                     ,On what channel did XXX first air?                                     ,On what channel did XXX first air?
P449       ,original network                                ,What is the original channel that XXX played on?                       ,What is the original channel that XXX played on?                       ,What is the original channel that XXX played on?
P449       ,original network                                ,Who broadcasted XXX?                                                   ,Who broadcasted XXX?                                                   ,Who broadcasted XXX?
P449       ,original network                                ,Which was the network that originally hosted XXX?                      ,Which was the network that originally hosted XXX?                      ,Which was the network that originally hosted XXX?
P449       ,original network                                ,Which network plays XXX?                                               ,Which network plays XXX?                                               ,Which network plays XXX?
P449       ,original network                                ,What was the original network for XXX?                                 ,What was the original network for XXX?                                 ,What was the original network for XXX?
P449       ,original network                                ,What was XXX's original network?                                       ,What was XXX's original network?                                       ,What was XXX's original network?
P449       ,original network                                ,What network hosts XXX?                                                ,What network hosts XXX?                                                ,What network hosts XXX?
P449       ,original network                                ,The show XXX originally aired on what network?                         ,The show XXX originally aired on what network?                         ,The show XXX originally aired on what network?
