Property ID,Property                                        ,Original                                                               ,Human Translated
P102       ,member of political party                       ,Which political party was XXX a member of?                             ,Di quale partito politico era membro XXX?
P102       ,member of political party                       ,What political party is XXX a memeber of?                              ,Di quale partito politico è membro XXX?
P102       ,member of political party                       ,What was the political party of XXX?                                   ,Qual è stato il partito politico di XXX?
P102       ,member of political party                       ,From which political party is XXX?                                     ,Di quale partito politico è XXX?
P102       ,member of political party                       ,What party does XXX serve?                                             ,Con quale partito è associato XXX?
P102       ,member of political party                       ,Which political party was XXX in?                                      ,In quale partito politico era XXX?
P54        ,member of sports team                           ,What was the name of XXX's team?                                       ,Come si chiamava la squadra di XXX?
P54        ,member of sports team                           ,What team does XXX play for?                                           ,Per quale squadra gioca XXX?
P54        ,member of sports team                           ,Which team is XXX a member of?                                         ,Di quale squadra è membro XXX?
P54        ,member of sports team                           ,What team is XXX affiliated with?                                      ,Con quale squadra è affiliata XXX?
P54        ,member of sports team                           ,What is the team that XXX is associated with?                          ,Qual è la squadra alla quale è associata XXX?
P54        ,member of sports team                           ,What is the name of XXX's team?                                        ,Qual è il nome della squadra di XXX?
P54        ,member of sports team                           ,Which sports team is XXX a member of?                                  ,Di quale squadra sportiva è membro XXX?
P54        ,member of sports team                           ,What sports team was XXX a member of?                                  ,Di quale squadra sportiva era membro XXX?
P54        ,member of sports team                           ,Player XXX plays for what team?                                        ,
P54        ,member of sports team                           ,For which sports team does XXX play?                                   ,Per quale squadra sportiva gioca XXX?
P54        ,member of sports team                           ,What is the name of the sports team whose member is XXX?               ,Qual è il nome della squadra sportiva il cui membro è XXX?
P54        ,member of sports team                           ,What was XXX's team?                                                   ,Qual è stata la squadra di XXX?
P54        ,member of sports team                           ,Which sports team is XXX playing for?                                  ,Per quale squadra sportiva sta giocando XXX?
P241       ,military branch                                 ,What military was XXX a part of?                                       ,Di quale unità militare faceva parte XXX?
P241       ,military branch                                 ,Which armed forces utilised the service of XXX?                        ,
P241       ,military branch                                 ,Which armed forces did XXX serve?                                      ,In quali forze armate ha servito XXX?
P241       ,military branch                                 ,What armed force did XXX serve in?                                     ,In quale forza armata ha prestato servizio XXX?
P241       ,military branch                                 ,What army was XXX a part of?                                           ,Di quale ramo dell'esercito faceva parte XXX?
P241       ,military branch                                 ,What military organization did XXX belong to?                          ,A quale organizzazione militare apparteneva XXX?
P241       ,military branch                                 ,What military branch was XXX in?                                       ,
P241       ,military branch                                 ,What armed force was XXX in?                                           ,
P241       ,military branch                                 ,In what military organization did XXX serve?                           ,In quale organizzazione militare ha prestato servizio XXX?
P241       ,military branch                                 ,With which military branch did XXX serve with?                         ,
P241       ,military branch                                 ,In what military branch did XXX serve?                                 ,
P241       ,military branch                                 ,Which military did XXX serve with?                                     ,
P241       ,military branch                                 ,With which military branch did XXX hold a command?                     ,
P241       ,military branch                                 ,Which military branch is XXX a part of?                                ,
P241       ,military branch                                 ,Who did XXX serve for?                                                 ,Per chi ha servito XXX?
P241       ,military branch                                 ,What army did XXX serve in?                                            ,In quale esercito è stata prestata servizio XXX?
P241       ,military branch                                 ,What military branch was XXX associated with?                          ,
P241       ,military branch                                 ,What military branch did XXX belong to?                                ,
P241       ,military branch                                 ,What was the military branch for XXX?                                  ,
P241       ,military branch                                 ,To which branch did XXX belong?                                        ,
P241       ,military branch                                 ,What organization was XXX involved with?                               ,
P241       ,military branch                                 ,Which entity was XXX a part of?                                        ,
P241       ,military branch                                 ,What military branch is XXX?                                           ,
P241       ,military branch                                 ,What military branch did XXX serve?                                    ,
P241       ,military branch                                 ,What branch was XXX part of?                                           ,
P241       ,military branch                                 ,What armed force was XXX a part of?                                    ,Di quale forza armata faceva parte XXX?
P410       ,military rank                                   ,What along with privateer was XXX's military rank?                     ,Qual era il grado militare di XXX?
P410       ,military rank                                   ,What ranking did XXX hold in the military?                             ,Quale posizione occupava XXX in campo militare?
P25        ,mother                                          ,The person that is the mother of XXX is who?                           ,
P25        ,mother                                          ,What was the name of XXX mother?                                       ,Qual era il nome della madre di XXX?
P25        ,mother                                          ,Who is the mother of XXX?                                              ,Chi è la madre di XXX?
P25        ,mother                                          ,Who was XXX's mother?                                                  ,Chi era la madre di XXX?
P25        ,mother                                          ,Which lady gave birth to XXX?                                          ,Quale donna ha dato alla luce XXX?
P25        ,mother                                          ,Who was the mother of XXX?                                             ,
P25        ,mother                                          ,Who is XXX's mother?                                                   ,
P25        ,mother                                          ,Which lady XXX was born to?                                            ,Da quale donna è nata XXX?
P25        ,mother                                          ,The mother of XXX is whom?                                             ,Come si chiama la madre di XXX?
P403       ,mouth of the watercourse                        ,What is XXX a tributary of?                                            ,YYY XXX è un affluente di?
P403       ,mouth of the watercourse                        ,What river does XXX turn into?                                         ,In quale fiume sfocia YYY XXX?
P403       ,mouth of the watercourse                        ,What river is XXX a tributary of?                                      ,Di quale fiume è affluente YYY XXX?
P403       ,mouth of the watercourse                        ,What does XXX flow into?                                               ,In cosa sfocia YYY XXX?
P403       ,mouth of the watercourse                        ,What river does XXX form a part of?                                    ,
P403       ,mouth of the watercourse                        ,Which river system contains XXX?                                       ,Quale sistema fluviale contiene YYY XXX?
P403       ,mouth of the watercourse                        ,What river does XXX connect to?                                        ,A quale fiume si connette YYY XXX?
P403       ,mouth of the watercourse                        ,Of what river is XXX a tributary?                                      ,Di quale fiume è affluente YYY XXX?
P403       ,mouth of the watercourse                        ,What body of water does XXX join?                                      ,A quale corpo d'acqua si unisce XXX?
P403       ,mouth of the watercourse                        ,The body of water that XXX is near is what?                            ,
P138       ,named after                                     ,Who is the XXX named after?                                            ,Da chi prende il nome YYY XXX?
P138       ,named after                                     ,What is XXX named after?                                               ,Da dove ha origine il nome diYYY XXX?
P138       ,named after                                     ,Whom is XXX named after?                                               ,Qual è l'origine del nome diYYY XXX?
P138       ,named after                                     ,The XXX was named for whom?                                            ,
P840       ,narrative location                              ,Which place is XXX in?                                                 ,Dove ha luogo YYY XXX?
P840       ,narrative location                              ,Which place does XXX exist in?                                         ,Qual è l'ambientazione diYYY XXX?
P103       ,native language                                 ,What was the native language of XXX?                                   ,Qual è la lingua madre di XXX?
P103       ,native language                                 ,What nationality was XXX?                                              ,Qual è la nazionalita di XXX?
P103       ,native language                                 ,What is the native tongue of XXX?                                      ,Qual è la lingua madre di XXX?
P103       ,native language                                 ,What is the language of XXX?                                           ,Qual è la lingua di XXX?
P103       ,native language                                 ,The nationality of XXX was what?                                       ,
P103       ,native language                                 ,The nationality of XXX is?                                             ,
P103       ,native language                                 ,Which ethnic group does XXX belong?                                    ,
P103       ,native language                                 ,What is the native language of XXX?                                    ,
P103       ,native language                                 ,What is the national identity of XXX?                                  ,
P53        ,noble family                                    ,What family lineage was XXX part of?                                   ,Di quale stirpe familiare faceva parte XXX?
P53        ,noble family                                    ,What was the noble family that XXX was from?                           ,Qual è la nobile famiglia dalla quale proviene XXX?
P53        ,noble family                                    ,What noble family was XXX part of?                                     ,Di quale nobile famiglia faceva parte XXX?
P97        ,noble title                                     ,What noble title does XXX hold?                                        ,Quale titolo nobiliare ha XXX?
P97        ,noble title                                     ,What was the title that XXX held?                                      ,
P1411      ,nominated for                                   ,What award was XXX nominated for?                                      ,Per quale premio ha ottenuto una candidatura XXX?
P1411      ,nominated for                                   ,What was XXX nominated for?                                            ,Per quale riconosimento ha ottenuto una nomina XXX?
P466       ,occupant                                        ,What team uses XXX?                                                    ,Chi occupa YYY XXX?
P106       ,occupation                                      ,What was XXX's occupation?                                             ,Qual è l'occupazione di XXX?
P106       ,occupation                                      ,What kind of  occupation does XXX have?                                ,Qual è l'impiego di XXX?
P106       ,occupation                                      ,What was XXX's career?                                                 ,
P306       ,operating system                                ,What is the operating system used with XXX?                            ,Qual è il sistema operativo utilizzato con XXX?
P449       ,original network                                ,What original network is XXX on?                                       ,
P449       ,original network                                ,What broadcasting company aired XXX?                                   ,Quale emittente ha trasmesso YYY XXX?
P449       ,original network                                ,On what channel did XXX first air?                                     ,Su quale canale ha fatto la prima apparizione YYY XXX?
P449       ,original network                                ,What is the original channel that XXX played on?                       ,Qual è il canale su cui è stato trasmesso per la prima volta YYY XXX?
P449       ,original network                                ,Who broadcasted XXX?                                                   ,Chi ha trasmesso YYY XXX?
P449       ,original network                                ,Which was the network that originally hosted XXX?                      ,
P449       ,original network                                ,Which network plays XXX?                                               ,
P449       ,original network                                ,What was the original network for XXX?                                 ,
P449       ,original network                                ,What was XXX's original network?                                       ,Qual è stata la rete originale diYYY XXX?
P449       ,original network                                ,What network hosts XXX?                                                ,Quale rete ospita XXX?
P449       ,original network                                ,The show XXX originally aired on what network?                         ,Su quale rete è stato originariamente trasmesso lo show XXX?
P449       ,original network                                ,On what channel did XXX first appear?                                  ,
P449       ,original network                                ,On what network did XXX first play?                                    ,
P449       ,original network                                ,Which network does XXX appear on?                                      ,
P449       ,original network                                ,Where network aired XXX?                                               ,
P449       ,original network                                ,What network did XXX originally appear on?                             ,
P449       ,original network                                ,What network is XXX associated with?                                   ,
P449       ,original network                                ,Which channel broadcast XXX?                                           ,Quale canale trasmette XXX?
P449       ,original network                                ,What was the station that aired XXX?                                   ,
P449       ,original network                                ,What was the first network that XXX was on?                            ,
P449       ,original network                                ,What network did XXX air on?                                           ,
P449       ,original network                                ,Which network is XXX a part of?                                        ,
P449       ,original network                                ,Which is the original network of XXX?                                  ,
P449       ,original network                                ,What network first aired XXX?                                          ,
P449       ,original network                                ,What network does XXX air on?                                          ,
P449       ,original network                                ,Which network broadcasted XXX?                                         ,
P449       ,original network                                ,What network broadcast XXX?                                            ,
P449       ,original network                                ,What is the original network of XXX?                                   ,
P449       ,original network                                ,Which original network is part of XXX?                                 ,
P449       ,original network                                ,What station did XXX premier?                                          ,
P449       ,original network                                ,Which network is XXX available on?                                     ,
P449       ,original network                                ,What was the original network of XXX?                                  ,
P449       ,original network                                ,What network aired XXX?                                                ,
P449       ,original network                                ,Where can you find the show XXX?                                       ,
P449       ,original network                                ,What channel aired XXX?                                                ,Quale canale ha trasmesso YYY XXX?
P749       ,parent company                                  ,What is XXX's parent company?                                          ,Qual è la società madre di XXX?
P749       ,parent company                                  ,Which company is the parent company of XXX?                            ,Quale azienda è la società madre di XXX?
P749       ,parent company                                  ,What company is XXX part of?                                           ,Di quale azienda fa parte XXX?
P171       ,parent taxon                                    ,Which family does XXX belong to?                                       ,A quale famiglia appartiene XXX?
P171       ,parent taxon                                    ,The genus XXX is a part of what family?                                ,
P171       ,parent taxon                                    ,Which family is XXX a part of?                                         ,Di quale famiglia fa parte YYY XXX?
P171       ,parent taxon                                    ,Which was the family of XXX?                                           ,Qual era la famiglia diYYY XXX?
P171       ,parent taxon                                    ,What kind of family is XXX of?                                         ,
P171       ,parent taxon                                    ,What family does XXX belong?                                           ,A quale famiglia appartiene YYY XXX?
P1344      ,participant of                                  ,What was the competition XXX was in?                                   ,Qual era la competizione in cui ha partecipato XXX?
P1344      ,participant of                                  ,What event was XXX a part of?                                          ,Di quale evento faceva parte XXX?
P1344      ,participant of                                  ,What olympics was XXX?                                                 ,
P1344      ,participant of                                  ,What olympics did XXX participate in?                                  ,Quali sono le olimpiadi a cui ha partecipato XXX?
P1344      ,participant of                                  ,Which event was XXX participant of?                                    ,
P1344      ,participant of                                  ,What event did XXX participate in?                                     ,In quale evento ha partecipato XXX?
P1344      ,participant of                                  ,Which olympics did XXX compete?                                        ,A quali olimpiadi ha partecipato XXX?
P1344      ,participant of                                  ,Which event did XXX participate in?                                    ,In quale evento ha partecipato XXX?
P1344      ,participant of                                  ,Which olympics was XXX?                                                ,
P175       ,performer                                       ,Who was the artiste for XXX?                                           ,
P175       ,performer                                       ,Who sang XXX?                                                          ,Chi ha cantato YYY XXX?
P175       ,performer                                       ,Which performer released XXX as it's album?                            ,Quale artista ha pubblicato l'album XXX?
P175       ,performer                                       ,What is the name of the artist or group which originally performed XXX?,Qual è il nome dell'artista o del gruppo che originariamente suonava YYY XXX?
P175       ,performer                                       ,Whose performance is XXX?                                              ,
P175       ,performer                                       ,Who sang or played XXX?                                                ,Chi ha cantato o interpretato XXX?
P175       ,performer                                       ,Who released XXX album?                                                ,Chi ha pubblicato l'album XXX?
P175       ,performer                                       ,Which performer released the album XXX?                                ,
P175       ,performer                                       ,Which artist or group performed XXX?                                   ,Quale artista o gruppo ha eseguito XXX?
P175       ,performer                                       ,What was XXX's performers name?                                        ,
P175       ,performer                                       ,What is the name of the performer that released the album XXX?         ,
P175       ,performer                                       ,What artist released XXX?                                              ,Quale artista ha pubblicato XXX?
P175       ,performer                                       ,To which performer does the album XXX belong?                          ,
P175       ,performer                                       ,Who was the performer of XXX?                                          ,Chi era l'interprete di XXX?
P175       ,performer                                       ,Who is the performer of XXX?                                           ,Chi è l'interprete di XXX?
P175       ,performer                                       ,The song or album XXX came from which artiste?                         ,
P175       ,performer                                       ,Who is the artist of XXX?                                              ,Chi è l'artista di XXX?
P175       ,performer                                       ,Who performed XXX?                                                     ,
P175       ,performer                                       ,Who originally recorded XXX?                                           ,Chi ha registrato in origine XXX?
P175       ,performer                                       ,Which singer-songwriter  is XXX the fifth studio album of?             ,
P175       ,performer                                       ,Which artist is XXX co-written and recorded by?                        ,
P175       ,performer                                       ,Which performer released XXX?                                          ,
P175       ,performer                                       ,The song XXX is by what artist?                                        ,
P19        ,place of birth                                  ,In what city was XXX born?                                             ,
P19        ,place of birth                                  ,Which city was the birthplace of XXX?                                  ,Quale città ha dato i natali a XXX?
P19        ,place of birth                                  ,What city was XXX born in?                                             ,
P19        ,place of birth                                  ,In what city was XXX born in?                                          ,
P19        ,place of birth                                  ,What is the name of the city XXX was born in?                          ,
P19        ,place of birth                                  ,What city was XXX born?                                                ,
P19        ,place of birth                                  ,What is the birth place of  XXX?                                       ,Qual è il luogo di nascita di XXX?
P19        ,place of birth                                  ,What is XXX's birthplace?                                              ,
P19        ,place of birth                                  ,What is the birthplace of XXX?                                         ,
P19        ,place of birth                                  ,What was XXX's city of birth?                                          ,Qual è stata la città di nascita di XXX?
P19        ,place of birth                                  ,What is the city of birth of XXX?                                      ,Qual è la città di nascita di XXX?
P19        ,place of birth                                  ,Where was XXX born?                                                    ,
P19        ,place of birth                                  ,What is the place of birth of XXX?                                     ,
P19        ,place of birth                                  ,Where was XXX born in?                                                 ,
P119       ,place of burial                                 ,What cemetery is XXX located in?                                       ,In quale cimitero si trova XXX?
P119       ,place of burial                                 ,What cemetery is XXX buried in?                                        ,In quale cimitero è sepolto XXX?
P119       ,place of burial                                 ,What cemetery was XXX baried in?                                       ,
P119       ,place of burial                                 ,What cemetery was XXX buried ar?                                       ,In quale cimitero è stato sepolto XXX?
P119       ,place of burial                                 ,In which cemetary is XXX buried?                                       ,
P119       ,place of burial                                 ,What is the place of burial of XXX?                                    ,Qual è il luogo di sepoltura di XXX?
P119       ,place of burial                                 ,What  is the place of burial for XXX?                                  ,
P119       ,place of burial                                 ,Where was XXX burried?                                                 ,
P119       ,place of burial                                 ,Where was the body of XXX buried?                                      ,Dov'era sepolto il corpo di XXX?
P119       ,place of burial                                 ,The final resting place of XXX is at what cemetery?                    ,
P119       ,place of burial                                 ,At what cemetery is XXX buried?                                        ,In quale cimitero è sepolto XXX?
P119       ,place of burial                                 ,What is the name of the cemetery that XXX was buried at?               ,
P20        ,place of death                                  ,At what location did XXX die?                                          ,In quale luogo è morto XXX?
P20        ,place of death                                  ,In what place did XXX die?                                             ,In quale posto è morto XXX?
P20        ,place of death                                  ,Where did XXX live when he died?                                       ,
P20        ,place of death                                  ,What city did XXX live when he died?                                   ,In quale città ha vissuto XXX quando è morto?
P20        ,place of death                                  ,In what city did XXX die?                                              ,
P585       ,point in time                                   ,What date is associated with XXX?                                      ,A quale data è associato YYY XXX?
P585       ,point in time                                   ,When did XXX occurr?                                                   ,Quando è accaduto XXX?
P585       ,point in time                                   ,The point in time of XXX was when?                                     ,
P585       ,point in time                                   ,What was the date of XXX?                                              ,Qual è stata la data diYYY XXX?
P585       ,point in time                                   ,The date of XXX?                                                       ,La data diYYY XXX?
P585       ,point in time                                   ,On what date did XXX occur?                                            ,In quale data si è verificatGGG YYY XXX?
P585       ,point in time                                   ,The point in time of XXX was what?                                     ,
P585       ,point in time                                   ,On what date did XXX take place?                                       ,In quale data ha avuto luogo YYY XXX?
P585       ,point in time                                   ,The date of XXX was what?                                              ,
P585       ,point in time                                   ,What is the full date that XXX crashed on?                             ,
P585       ,point in time                                   ,What is the date when XXX happened?                                    ,Qual è la data in cui è avvenutGGG YYY XXX?
P585       ,point in time                                   ,When did XXX occur?                                                    ,
P39        ,position held                                   ,What is the position of XXX?                                           ,Qual è la posizione di XXX?
P39        ,position held                                   ,Which position was held by XXX?                                        ,Quale posizione era detenuta da XXX?
P39        ,position held                                   ,Which was the position that XXX held?                                  ,Qual era la posizione che XXX deteneva?
P413       ,position played on team / speciality            ,Which player position has been assigned to XXX?                        ,
P413       ,position played on team / speciality            ,What was the position of XXX?                                          ,Qual era la posizione di XXX?
P413       ,position played on team / speciality            ,What role does XXX play in football?                                   ,Che ruolo ha XXX?
P413       ,position played on team / speciality            ,What is the position XXX plays in football?                            ,
P413       ,position played on team / speciality            ,What is XXX's position in football?                                    ,
P413       ,position played on team / speciality            ,In which position does XXX play?                                       ,In quale ruolo gioca XXX?
P413       ,position played on team / speciality            ,What was XXX's position?                                               ,
P413       ,position played on team / speciality            ,What position was played by XXX?                                       ,Quale posizione è stata giocata da XXX?
P413       ,position played on team / speciality            ,What  is XXX's position on the field while playing football?           ,
P413       ,position played on team / speciality            ,What was XXX specialty in their profesisonal sport?                    ,Qual è stata la specialità di XXX nel suo sport professionale?
P413       ,position played on team / speciality            ,What position does XXX play on the field?                              ,Quale posizione gioca XXX sul campo?
P413       ,position played on team / speciality            ,What football position did XXX play?                                   ,
P413       ,position played on team / speciality            ,In what capacity did XXX play football?                                ,
P413       ,position played on team / speciality            ,"In football, which position does XXX play?"                           ,"Nel calcio, quale posizione gioca XXX?"                                  ,
P413       ,position played on team / speciality            ,At what position on the field did XXX play football?                   ,
P413       ,position played on team / speciality            ,What position did XXX play?                                            ,
P413       ,position played on team / speciality            ,Which player position has been associated with XXX?                    ,
P413       ,position played on team / speciality            ,What position does XXX play?                                           ,In quale posizione gioca XXX?
P413       ,position played on team / speciality            ,What position did XXX play in football?                                ,
P413       ,position played on team / speciality            ,What is the football position of XXX?                                  ,
P413       ,position played on team / speciality            ,What is the position that XXX plays called?                            ,
P413       ,position played on team / speciality            ,What position in football did XXX play?                                ,
P413       ,position played on team / speciality            ,Which player position does XXX belong to?                              ,
P413       ,position played on team / speciality            ,Which is the position of XXX?                                          ,Qual è la posizione di XXX?
P413       ,position played on team / speciality            ,What field position does XXX play?                                     ,
P413       ,position played on team / speciality            ,What position is played by XXX?                                        ,
P413       ,position played on team / speciality            ,What is the name of XXX's position?                                    ,
P413       ,position played on team / speciality            ,What position did XXX have on the rugby field?                         ,
P1441      ,present in work                                 ,What show is XXX from?                                                 ,
P1441      ,present in work                                 ,The appearance of XXX is seen in what work?                            ,
P1441      ,present in work                                 ,What fictional work does XXX exist in?                                 ,
P1441      ,present in work                                 ,Which show is XXX in?                                                  ,
P1441      ,present in work                                 ,In what fictional work would you find a character named XXX?           ,
P1441      ,present in work                                 ,To which fictional work does XXX appear in?                            ,
P1441      ,present in work                                 ,What work of fiction is XXX located in?                                ,
P1441      ,present in work                                 ,In which fictional work is XXX a character?                            ,
P1441      ,present in work                                 ,What piece of fiction does XXX appear in?                              ,
P1441      ,present in work                                 ,To which fictional work does XXX belong in?                            ,
P1056      ,product                                         ,What type of product does XXX produce?                                 ,Che tipo di prodotto produce XXX?
P1056      ,product                                         ,What is the product of XXX?                                            ,Qual è il prodotto di XXX?
P1056      ,product                                         ,What is the product made by XXX?                                       ,Qual è il prodotto realizzato da XXX?
P1056      ,product                                         ,What product does XXX produce?                                         ,Quale prodotto produce XXX?
P1056      ,product                                         ,What product does XXX make?                                            ,Che prodotto fa XXX?
P1056      ,product                                         ,The product of XXX is what?                                            ,
P272       ,production company                              ,What production company or companies created XXX?                      ,Quale azienda o società di produzione ha creato XXX?
P272       ,production company                              ,What production company was involved in XXX?                           ,
P272       ,production company                              ,Which production company is involved with XXX?                         ,Quale società di produzione è coinvolta in XXX?
P272       ,production company                              ,What studio produced XXX?                                              ,Quale studio ha prodotto XXX?
P272       ,production company                              ,The production company responsible for XXX is what?                    ,
P277       ,programming language                            ,Which programming language is XXX written in?                          ,In quale linguaggio di programmazione è scritto XXX?
P277       ,programming language                            ,What programming language was used to write XXX?                       ,Quale linguaggio di programmazione è stato utilizzato per scrivere XXX?
P277       ,programming language                            ,What is the programming language for XXX?                              ,Qual è il linguaggio di programmazione usato per XXX?
P577       ,publication date                                ,Which year is XXX released?                                            ,In quale anno viene pubblicatGGG YYY XXX?
P577       ,publication date                                ,Which was the year of XXX?                                             ,
P577       ,publication date                                ,When was XXX released?                                                 ,
P577       ,publication date                                ,What year was XXX released?                                            ,In che anno è statGGG pubblicatGGG YYY XXX?
P577       ,publication date                                ,What was the year of XXX?                                              ,
P577       ,publication date                                ,What is the year that XXX was released?                                ,
P577       ,publication date                                ,The year that XXX was made was what?                                   ,
P577       ,publication date                                ,In what year was XXX released?                                         ,
P577       ,publication date                                ,In what year is the film XXX released?                                 ,In quale anno viene pubblicatGGG YYY XXX?
P577       ,publication date                                ,What year did XXX come out?                                            ,
P577       ,publication date                                ,What year was XXX made?                                                ,In che anno è statGGG creatGGG YYY XXX?
P577       ,publication date                                ,What was the year of publication for XXX?                              ,
P577       ,publication date                                ,Which was the year XXX was made?                                       ,
P577       ,publication date                                ,Which was the publication date of XXX?                                 ,
P577       ,publication date                                ,Which is the publication date of XXX?                                  ,Qual è la data di pubblicazione diYYY XXX?
P577       ,publication date                                ,When did XXX come out?                                                 ,Quando è uscitGGG YYY XXX?
P577       ,publication date                                ,What year was XXX realeased in?                                        ,
P577       ,publication date                                ,What was the year in which XXX was made?                               ,
P577       ,publication date                                ,What was the release year of XXX?                                      ,
P577       ,publication date                                ,The year of XXX was what?                                              ,
P577       ,publication date                                ,The date of publication for XXX was what?                              ,Qual è la data di pubblicazione diYYY XXX?
P577       ,publication date                                ,When was XXX made?                                                     ,
P577       ,publication date                                ,When was XXX in theaters?                                              ,
P577       ,publication date                                ,What was the publication year of XXX?                                  ,Qual è stato l'anno di pubblicazione diYYY XXX?
P577       ,publication date                                ,What is the publication year of XXX?                                   ,
P577       ,publication date                                ,What is the publication date of XXX?                                   ,
P577       ,publication date                                ,The publication date of XXX is what?                                   ,
P577       ,publication date                                ,In what year was XXX published?                                        ,In quale anno è statGGG pubblicatGGG YYY XXX?
P577       ,publication date                                ,When was XXX published?                                                ,Quando è statGGG pubblicatGGG YYY XXX?
P123       ,publisher                                       ,Who was the publisher of XXX?                                          ,Chi era l'editore diYYY XXX?
P123       ,publisher                                       ,What is the name of the publisher of XXX?                              ,Qual è il nome dell'editore diYYY XXX?
P123       ,publisher                                       ,The publisher that published XXX is what?                              ,
P123       ,publisher                                       ,Who published XXX?                                                     ,Chi ha pubblicato YYY XXX?
P123       ,publisher                                       ,What company published XXX?                                            ,Quale azienda ha pubblicato XXX?
P123       ,publisher                                       ,What business published XXX?                                           ,
P123       ,publisher                                       ,What is the publisher of XXX?                                          ,
P264       ,record label                                    ,What was the record label of XXX?                                      ,Qual era l'etichetta discografica di XXX?
P264       ,record label                                    ,Which was the record label for XXX?                                    ,Quale era l'etichetta discografica per XXX?
P264       ,record label                                    ,What is the name of XXX's record label?                                ,Qual è il nome dell'etichetta discografica di XXX?
P264       ,record label                                    ,What label was responsible for XXX?                                    ,Quale etichetta era responsabile di XXX?
P611       ,religious order                                 ,To which religious order did XXX belong?                               ,A quale ordine religioso apparteneva XXX?
P611       ,religious order                                 ,What group was XXX a member of?                                        ,Di quale gruppo religioso era membro XXX?
P1366      ,replaced by                                     ,Which replaced the XXX?                                                ,Da chi è stato sostituito XXX?
P1366      ,replaced by                                     ,What was replaced XXX?                                                 ,Chi o cosa ha sostituito XXX?
P1366      ,replaced by                                     ,By what was XXX replaced?                                              ,Da cosa è stato sostituito XXX?
P551       ,residence                                       ,What city is XXX from?                                                 ,Da quale città arriva XXX?
P551       ,residence                                       ,What city is XXX associated with?                                      ,Quale città è associata a XXX?
P58        ,screenwriter                                    ,What is the name of the director who directed XXX?                     ,Qual è il nome del regista che ha diretto YYY XXX?
P58        ,screenwriter                                    ,Which was the director of XXX?                                         ,Qual è stato il direttore diYYY XXX?
P58        ,screenwriter                                    ,The movie XXX was directed by whom?                                    ,Chi ha diretto il film XXX?
P58        ,screenwriter                                    ,The film XXX was directed by whom?                                     ,Chi ha diretto YYY XXX?
P58        ,screenwriter                                    ,Who was the main director of XXX?                                      ,Chi era il direttore principale diYYY XXX?
P58        ,screenwriter                                    ,In which XXX a 1909 american silent drama film directed by?            ,
P58        ,screenwriter                                    ,The person that directed XXX was what?                                 ,
P58        ,screenwriter                                    ,Which person directed XXX?                                             ,Quale persona ha diretto YYY XXX?
P179       ,series                                          ,What series is XXX from?                                               ,
P179       ,series                                          ,Which show does XXX appear on?                                         ,
P179       ,series                                          ,What is the series called that XXX belongs to?                         ,Come si chiama la serie a cui appartiene YYY XXX?
P179       ,series                                          ,Of what series is XXX a part of?                                       ,Di quale serie fa parte YYY XXX?
P179       ,series                                          ,To which series does XXX belong?                                       ,A quale serie appartiene YYY XXX?
P179       ,series                                          ,Which series was XXX in?                                               ,
P179       ,series                                          ,Which series is XXX a part of?                                         ,Di quale serie fa parte YYY XXX?
P179       ,series                                          ,What is the series that XXX is a part of?                              ,
P179       ,series                                          ,The XXX was in what series?                                            ,
P179       ,series                                          ,The XXX is part of a what series?                                      ,
P179       ,series                                          ,Which series is XXX apart of?                                          ,
P179       ,series                                          ,What series is the episode XXX part of?                                ,A quale serie appartiene l'episodio YYY XXX?
P179       ,series                                          ,What series is XXX part of?                                            ,
P179       ,series                                          ,What series is XXX in?                                                 ,
P179       ,series                                          ,What series is XXX a part of?                                          ,
P729       ,service entry                                   ,What was the year XXX entered service?                                 ,
P729       ,service entry                                   ,In what year did XXX enter service?                                    ,In che anno è entrato in servizio YYY XXX?
P729       ,service entry                                   ,What year is XXX associated with?                                      ,
P729       ,service entry                                   ,What year was XXX commissioned?                                        ,
P729       ,service entry                                   ,What year did XXX come into use?                                       ,In che anno è entrato in uso YYY XXX?
P729       ,service entry                                   ,What year was XXX introduced?                                          ,
P729       ,service entry                                   ,Which was the official year for the approval of XXX?                   ,Qual è stato l'anno ufficiale per l'approvazione diYYY XXX?
P729       ,service entry                                   ,What year was the service entry date for XXX?                          ,Qual è la data di immissione diYYY XXX?
P729       ,service entry                                   ,What was the year that XXX entered service?                            ,Qual è stato l'anno in cui è entrato in servizio YYY XXX?
P729       ,service entry                                   ,In which year was the service entry date for XXX?                      ,
P21        ,sex or gender                                   ,Which was the gender of XXX?                                           ,
P21        ,sex or gender                                   ,Which sex is XXX?                                                      ,Qual è il sesso di XXX?
P21        ,sex or gender                                   ,Which describes the sex or gender of XXX?                              ,
P21        ,sex or gender                                   ,What was the gender of XXX?                                            ,
P21        ,sex or gender                                   ,What was XXX's gender?                                                 ,
P21        ,sex or gender                                   ,What is the gender of XXX?                                             ,
P21        ,sex or gender                                   ,What is the gender XXX is known by?                                    ,
P21        ,sex or gender                                   ,What is the gender XXX is associated with?                             ,
P21        ,sex or gender                                   ,What is XXX's sex?                                                     ,
P21        ,sex or gender                                   ,What gender was XXX?                                                   ,
P21        ,sex or gender                                   ,What gender is XXX?                                                    ,
P21        ,sex or gender                                   ,What gender class does XXX belong to?                                  ,
P21        ,sex or gender                                   ,Was XXX male or female?                                                ,XXX è maschio o femmina?
